Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.16              0.00             3.16               13.12    
0.11            0.03             0.00              0.00             0.14               13.26    
0.05            0.04             0.00              0.00             0.09               13.35    
0.03            0.03             0.00              0.00             0.06               13.41    
0.02            0.02             0.00              0.00             0.04               13.45    
0.02            0.02             0.00              0.00             0.04               13.49    
0.02            0.01             0.00              0.00             0.03               13.52    
0.03            0.01             0.00              0.00             0.04               13.56    
0.02            0.00             0.00              0.00             0.02               13.58    
0.00            0.00             0.00              1.41             1.41               14.99    
