Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.58              0.00             9.58               58.86    
0.22            0.44             0.00              0.00             0.66               59.52    
0.18            0.14             0.00              0.00             0.32               59.84    
0.07            0.13             0.00              0.00             0.20               60.04    
0.07            0.14             0.00              0.00             0.21               60.25    
0.07            0.12             0.00              0.00             0.19               60.44    
0.06            0.13             0.00              0.00             0.19               60.63    
0.06            0.13             0.00              0.00             0.19               60.82    
0.07            0.25             0.00              0.00             0.32               61.14    
0.07            0.12             0.00              0.00             0.19               61.33    
0.06            0.27             0.00              0.00             0.33               61.66    
0.06            0.21             0.00              0.00             0.27               61.93    
0.04            0.07             0.00              0.00             0.11               62.04    
0.04            0.09             0.00              0.00             0.13               62.17    
0.04            0.06             0.00              0.00             0.10               62.27    
0.02            0.06             0.00              0.00             0.08               62.35    
0.03            0.08             0.00              0.00             0.11               62.46    
0.03            0.05             0.00              0.00             0.08               62.54    
0.02            0.06             0.00              0.00             0.08               62.62    
0.03            0.09             0.00              0.00             0.12               62.74    
0.05            0.05             0.00              0.00             0.10               62.84    
0.02            0.06             0.00              0.00             0.08               62.92    
0.02            0.06             0.00              0.00             0.08               63.00    
0.04            0.08             0.00              0.00             0.12               63.12    
0.08            0.06             0.00              0.00             0.14               63.26    
0.04            0.07             0.00              0.00             0.11               63.37    
0.06            0.07             0.00              0.00             0.13               63.50    
0.09            0.07             0.00              0.00             0.16               63.66    
0.04            0.07             0.00              0.00             0.11               63.77    
0.08            0.09             0.00              0.00             0.17               63.94    
0.10            0.09             0.00              0.00             0.19               64.13    
0.04            0.18             0.00              0.00             0.22               64.35    
0.22            0.09             0.00              0.00             0.31               64.66    
0.05            0.05             0.00              0.00             0.10               64.76    
0.04            0.17             0.00              0.00             0.21               64.97    
0.24            0.03             0.00              0.00             0.27               65.24    
0.03            0.03             0.00              0.00             0.06               65.30    
0.10            0.03             0.00              0.00             0.13               65.43    
0.10            0.03             0.00              0.00             0.13               65.56    
0.13            0.03             0.00              0.00             0.16               65.72    
0.12            0.03             0.00              0.00             0.15               65.87    
0.13            0.03             0.00              0.00             0.16               66.03    
0.00            0.00             0.00              7.92             7.92               73.95    
