Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.72              0.00             3.72               18.10    
0.14            0.17             0.00              0.00             0.31               18.41    
0.08            0.09             0.00              0.00             0.17               18.58    
0.05            0.05             0.00              0.00             0.10               18.68    
0.03            0.05             0.00              0.00             0.08               18.76    
0.03            0.07             0.00              0.00             0.10               18.86    
0.03            0.05             0.00              0.00             0.08               18.94    
0.02            0.02             0.00              0.00             0.04               18.98    
0.02            0.02             0.00              0.00             0.04               19.02    
0.03            0.02             0.00              0.00             0.05               19.07    
0.05            0.02             0.00              0.00             0.07               19.14    
0.05            0.02             0.00              0.00             0.07               19.21    
0.05            0.02             0.00              0.00             0.07               19.28    
0.00            0.00             0.00              2.35             2.35               21.63    
