Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.98              0.00             3.98               16.30    
0.12            0.09             0.00              0.00             0.21               16.51    
0.06            0.06             0.00              0.00             0.12               16.63    
0.04            0.04             0.00              0.00             0.08               16.71    
0.03            0.04             0.00              0.00             0.07               16.78    
0.02            0.05             0.00              0.00             0.07               16.85    
0.02            0.03             0.00              0.00             0.05               16.90    
0.02            0.04             0.00              0.00             0.06               16.96    
0.03            0.02             0.00              0.00             0.05               17.01    
0.03            0.01             0.00              0.00             0.04               17.05    
0.02            0.01             0.00              0.00             0.03               17.08    
0.02            0.01             0.00              0.00             0.03               17.11    
0.02            0.01             0.00              0.00             0.03               17.14    
0.00            0.00             0.00              1.47             1.47               18.61    
