Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             2.31              0.00             2.31               10.64    
0.11            0.04             0.00              0.00             0.15               10.79    
0.05            0.07             0.00              0.00             0.12               10.91    
0.03            0.04             0.00              0.00             0.07               10.98    
0.03            0.03             0.00              0.00             0.06               11.04    
0.02            0.02             0.00              0.00             0.04               11.08    
0.02            0.01             0.00              0.00             0.03               11.11    
0.02            0.01             0.00              0.00             0.03               11.14    
0.02            0.00             0.00              0.00             0.02               11.16    
0.00            0.00             0.00              1.28             1.28               12.44    
