Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.14              0.00             3.14               13.31    
0.11            0.03             0.00              0.00             0.14               13.45    
0.04            0.04             0.00              0.00             0.08               13.53    
0.03            0.03             0.00              0.00             0.06               13.59    
0.02            0.03             0.00              0.00             0.05               13.64    
0.02            0.02             0.00              0.00             0.04               13.68    
0.02            0.01             0.00              0.00             0.03               13.71    
0.02            0.01             0.00              0.00             0.03               13.74    
0.02            0.00             0.00              0.00             0.02               13.76    
0.00            0.00             0.00              1.35             1.35               15.11    
