Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             24.65             0.00             24.65              123.26   
0.32            0.54             0.00              0.00             0.86               124.12   
0.19            0.33             0.00              0.00             0.52               124.64   
0.13            0.23             0.00              0.00             0.36               125.00   
0.09            0.25             0.00              0.00             0.34               125.34   
0.12            0.30             0.00              0.00             0.42               125.76   
0.10            0.26             0.00              0.00             0.36               126.12   
0.10            0.21             0.00              0.00             0.31               126.43   
0.05            0.19             0.00              0.00             0.24               126.67   
0.05            0.19             0.00              0.00             0.24               126.91   
0.05            0.25             0.00              0.00             0.30               127.21   
0.04            0.22             0.00              0.00             0.26               127.47   
0.11            0.22             0.00              0.00             0.33               127.80   
0.11            0.11             0.00              0.00             0.22               128.02   
0.02            0.10             0.00              0.00             0.12               128.14   
0.02            0.10             0.00              0.00             0.12               128.26   
0.02            0.11             0.00              0.00             0.13               128.39   
0.02            0.12             0.00              0.00             0.14               128.53   
0.06            0.14             0.00              0.00             0.20               128.73   
0.04            0.12             0.00              0.00             0.16               128.89   
0.04            0.14             0.00              0.00             0.18               129.07   
0.02            0.12             0.00              0.00             0.14               129.21   
0.07            0.17             0.00              0.00             0.24               129.45   
0.11            0.13             0.00              0.00             0.24               129.69   
0.05            0.11             0.00              0.00             0.16               129.85   
0.05            0.15             0.00              0.00             0.20               130.05   
0.06            0.20             0.00              0.00             0.26               130.31   
0.14            0.13             0.00              0.00             0.27               130.58   
0.06            0.13             0.00              0.00             0.19               130.77   
0.05            0.12             0.00              0.00             0.17               130.94   
0.12            0.11             0.00              0.00             0.23               131.17   
0.11            0.11             0.00              0.00             0.22               131.39   
0.05            0.17             0.00              0.00             0.22               131.61   
0.09            0.10             0.00              0.00             0.19               131.80   
0.05            0.15             0.00              0.00             0.20               132.00   
0.09            0.11             0.00              0.00             0.20               132.20   
0.07            0.13             0.00              0.00             0.20               132.40   
0.08            0.06             0.00              0.00             0.14               132.54   
0.02            0.04             0.00              0.00             0.06               132.60   
0.02            0.04             0.00              0.00             0.06               132.66   
0.01            0.05             0.00              0.00             0.06               132.72   
0.08            0.04             0.00              0.00             0.12               132.84   
0.09            0.04             0.00              0.00             0.13               132.97   
0.02            0.04             0.00              0.00             0.06               133.03   
0.09            0.04             0.00              0.00             0.13               133.16   
0.02            0.04             0.00              0.00             0.06               133.22   
0.01            0.04             0.00              0.00             0.05               133.27   
0.09            0.04             0.00              0.00             0.13               133.40   
0.01            0.04             0.00              0.00             0.05               133.45   
0.11            0.04             0.00              0.00             0.15               133.60   
0.02            0.05             0.00              0.00             0.07               133.67   
0.12            0.04             0.00              0.00             0.16               133.83   
0.01            0.04             0.00              0.00             0.05               133.88   
0.12            0.04             0.00              0.00             0.16               134.04   
0.01            0.05             0.00              0.00             0.06               134.10   
0.13            0.04             0.00              0.00             0.17               134.27   
0.02            0.04             0.00              0.00             0.06               134.33   
0.13            0.04             0.00              0.00             0.17               134.50   
0.02            0.04             0.00              0.00             0.06               134.56   
0.02            0.04             0.00              0.00             0.06               134.62   
0.15            0.06             0.00              0.00             0.21               134.83   
0.00            0.00             0.00              9.01             9.01               143.84   
