NumberStatement	NumberMCI	NumberRRI	MCISolvingRoundAverage	TotalTimeAverage	MCILabelsTimeAverage	MCIOperationsTimeAverage	RRIOperationsTimeAverage	RRIILPSolvingTimeAverage
1	1	1	8	4.07	2.42	0.40	0.06	1.20
1	10	10	21	18.88	9.26	3.96	4.35	1.31
1	1	1	8	4.15	2.51	0.40	0.06	1.18
1	1	1	8	4.06	2.41	0.40	0.05	1.19
1	8	8	15	7.89	3.35	1.69	1.63	1.21
2	7	7	24	13.49	7.36	2.93	1.96	1.23
1	1	1	8	4.50	2.91	0.39	0.05	1.15
2	7	7	24	13.57	7.41	2.90	2.03	1.22
1	6	6	24	9.66	5.17	2.25	1.03	1.20
2	4	4	15	8.63	5.14	1.49	0.84	1.16
