Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             21.55             0.00             21.55              93.71    
0.27            0.45             0.00              0.00             0.72               94.43    
0.19            0.16             0.00              0.00             0.35               94.78    
0.08            0.14             0.00              0.00             0.22               95.00    
0.07            0.31             0.00              0.00             0.38               95.38    
0.14            0.24             0.00              0.00             0.38               95.76    
0.11            0.11             0.00              0.00             0.22               95.98    
0.04            0.10             0.00              0.00             0.14               96.12    
0.04            0.10             0.00              0.00             0.14               96.26    
0.04            0.10             0.00              0.00             0.14               96.40    
0.04            0.25             0.00              0.00             0.29               96.69    
0.06            0.10             0.00              0.00             0.16               96.85    
0.03            0.12             0.00              0.00             0.15               97.00    
0.05            0.09             0.00              0.00             0.14               97.14    
0.04            0.05             0.00              0.00             0.09               97.23    
0.02            0.06             0.00              0.00             0.08               97.31    
0.03            0.10             0.00              0.00             0.13               97.44    
0.05            0.08             0.00              0.00             0.13               97.57    
0.02            0.11             0.00              0.00             0.13               97.70    
0.05            0.28             0.00              0.00             0.33               98.03    
0.12            0.09             0.00              0.00             0.21               98.24    
0.04            0.09             0.00              0.00             0.13               98.37    
0.04            0.09             0.00              0.00             0.13               98.50    
0.02            0.11             0.00              0.00             0.13               98.63    
0.04            0.23             0.00              0.00             0.27               98.90    
0.21            0.07             0.00              0.00             0.28               99.18    
0.05            0.06             0.00              0.00             0.11               99.29    
0.04            0.20             0.00              0.00             0.24               99.53    
0.14            0.06             0.00              0.00             0.20               99.73    
0.04            0.05             0.00              0.00             0.09               99.82    
0.08            0.06             0.00              0.00             0.14               99.96    
0.04            0.08             0.00              0.00             0.12               100.08   
0.10            0.08             0.00              0.00             0.18               100.26   
0.07            0.08             0.00              0.00             0.15               100.41   
0.08            0.08             0.00              0.00             0.16               100.57   
0.07            0.10             0.00              0.00             0.17               100.74   
0.08            0.07             0.00              0.00             0.15               100.89   
0.04            0.03             0.00              0.00             0.07               100.96   
0.02            0.06             0.00              0.00             0.08               101.04   
0.02            0.03             0.00              0.00             0.05               101.09   
0.02            0.07             0.00              0.00             0.09               101.18   
0.04            0.05             0.00              0.00             0.09               101.27   
0.03            0.07             0.00              0.00             0.10               101.37   
0.04            0.05             0.00              0.00             0.09               101.46   
0.02            0.07             0.00              0.00             0.09               101.55   
0.05            0.09             0.00              0.00             0.14               101.69   
0.02            0.07             0.00              0.00             0.09               101.78   
0.09            0.20             0.00              0.00             0.29               102.07   
0.25            0.07             0.00              0.00             0.32               102.39   
0.03            0.06             0.00              0.00             0.09               102.48   
0.02            0.05             0.00              0.00             0.07               102.55   
0.02            0.04             0.00              0.00             0.06               102.61   
0.02            0.03             0.00              0.00             0.05               102.66   
0.01            0.05             0.00              0.00             0.06               102.72   
0.04            0.03             0.00              0.00             0.07               102.79   
0.10            0.03             0.00              0.00             0.13               102.92   
0.02            0.03             0.00              0.00             0.05               102.97   
0.10            0.03             0.00              0.00             0.13               103.10   
0.11            0.03             0.00              0.00             0.14               103.24   
0.12            0.03             0.00              0.00             0.15               103.39   
0.02            0.03             0.00              0.00             0.05               103.44   
0.00            0.00             0.00              4.12             4.12               107.56   
