Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             4.15              0.00             4.15               19.88    
0.16            0.23             0.00              0.00             0.39               20.27    
0.11            0.13             0.00              0.00             0.24               20.51    
0.09            0.07             0.00              0.00             0.16               20.67    
0.04            0.10             0.00              0.00             0.14               20.81    
0.06            0.06             0.00              0.00             0.12               20.93    
0.02            0.05             0.00              0.00             0.07               21.00    
0.02            0.05             0.00              0.00             0.07               21.07    
0.02            0.02             0.00              0.00             0.04               21.11    
0.02            0.02             0.00              0.00             0.04               21.15    
0.01            0.02             0.00              0.00             0.03               21.18    
0.04            0.02             0.00              0.00             0.06               21.24    
0.01            0.02             0.00              0.00             0.03               21.27    
0.01            0.02             0.00              0.00             0.03               21.30    
0.05            0.02             0.00              0.00             0.07               21.37    
0.01            0.02             0.00              0.00             0.03               21.40    
0.00            0.00             0.00              2.39             2.39               23.79    
