Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             38.39             0.00             38.39              128.64   
0.14            0.25             0.00              0.00             0.39               129.03   
0.11            0.10             0.00              0.00             0.21               129.24   
0.06            0.09             0.00              0.00             0.15               129.39   
0.06            0.09             0.00              0.00             0.15               129.54   
0.06            0.13             0.00              0.00             0.19               129.73   
0.08            0.20             0.00              0.00             0.28               130.01   
0.08            0.19             0.00              0.00             0.27               130.28   
0.06            0.10             0.00              0.00             0.16               130.44   
0.03            0.07             0.00              0.00             0.10               130.54   
0.04            0.09             0.00              0.00             0.13               130.67   
0.04            0.05             0.00              0.00             0.09               130.76   
0.02            0.07             0.00              0.00             0.09               130.85   
0.05            0.06             0.00              0.00             0.11               130.96   
0.04            0.08             0.00              0.00             0.12               131.08   
0.02            0.06             0.00              0.00             0.08               131.16   
0.04            0.08             0.00              0.00             0.12               131.28   
0.04            0.05             0.00              0.00             0.09               131.37   
0.02            0.06             0.00              0.00             0.08               131.45   
0.04            0.12             0.00              0.00             0.16               131.61   
0.03            0.13             0.00              0.00             0.16               131.77   
0.05            0.06             0.00              0.00             0.11               131.88   
0.03            0.08             0.00              0.00             0.11               131.99   
0.03            0.03             0.00              0.00             0.06               132.05   
0.02            0.03             0.00              0.00             0.05               132.10   
0.05            0.04             0.00              0.00             0.09               132.19   
0.06            0.03             0.00              0.00             0.09               132.28   
0.06            0.03             0.00              0.00             0.09               132.37   
0.07            0.03             0.00              0.00             0.10               132.47   
0.07            0.04             0.00              0.00             0.11               132.58   
0.08            0.03             0.00              0.00             0.11               132.69   
0.00            0.00             0.00              4.56             4.56               137.25   
