Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             2.54              0.00             2.54               11.20    
0.09            0.03             0.00              0.00             0.12               11.32    
0.05            0.04             0.00              0.00             0.09               11.41    
0.03            0.03             0.00              0.00             0.06               11.47    
0.02            0.03             0.00              0.00             0.05               11.52    
0.02            0.02             0.00              0.00             0.04               11.56    
0.02            0.01             0.00              0.00             0.03               11.59    
0.02            0.01             0.00              0.00             0.03               11.62    
0.02            0.00             0.00              0.00             0.02               11.64    
0.00            0.00             0.00              1.30             1.30               12.94    
