Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             5.27              0.00             5.27               20.42    
0.09            0.09             0.00              0.00             0.18               20.60    
0.05            0.06             0.00              0.00             0.11               20.71    
0.04            0.06             0.00              0.00             0.10               20.81    
0.03            0.03             0.00              0.00             0.06               20.87    
0.02            0.03             0.00              0.00             0.05               20.92    
0.02            0.04             0.00              0.00             0.06               20.98    
0.03            0.03             0.00              0.00             0.06               21.04    
0.02            0.02             0.00              0.00             0.04               21.08    
0.02            0.01             0.00              0.00             0.03               21.11    
0.02            0.01             0.00              0.00             0.03               21.14    
0.02            0.01             0.00              0.00             0.03               21.17    
0.02            0.01             0.00              0.00             0.03               21.20    
0.00            0.00             0.00              1.53             1.53               22.73    
