Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.98              0.00             3.98               19.50    
0.18            0.23             0.00              0.00             0.41               19.91    
0.11            0.12             0.00              0.00             0.23               20.14    
0.08            0.11             0.00              0.00             0.19               20.33    
0.07            0.06             0.00              0.00             0.13               20.46    
0.02            0.05             0.00              0.00             0.07               20.53    
0.02            0.05             0.00              0.00             0.07               20.60    
0.03            0.06             0.00              0.00             0.09               20.69    
0.02            0.02             0.00              0.00             0.04               20.73    
0.01            0.02             0.00              0.00             0.03               20.76    
0.02            0.02             0.00              0.00             0.04               20.80    
0.05            0.02             0.00              0.00             0.07               20.87    
0.01            0.02             0.00              0.00             0.03               20.90    
0.01            0.02             0.00              0.00             0.03               20.93    
0.04            0.02             0.00              0.00             0.06               20.99    
0.05            0.02             0.00              0.00             0.07               21.06    
0.00            0.00             0.00              2.29             2.29               23.35    
