Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             57.92             0.00             57.92              190.70   
0.15            0.33             0.00              0.00             0.48               191.18   
0.14            0.12             0.00              0.00             0.26               191.44   
0.07            0.11             0.00              0.00             0.18               191.62   
0.07            0.10             0.00              0.00             0.17               191.79   
0.07            0.20             0.00              0.00             0.27               192.06   
0.07            0.15             0.00              0.00             0.22               192.28   
0.06            0.17             0.00              0.00             0.23               192.51   
0.06            0.08             0.00              0.00             0.14               192.65   
0.02            0.07             0.00              0.00             0.09               192.74   
0.02            0.05             0.00              0.00             0.07               192.81   
0.03            0.05             0.00              0.00             0.08               192.89   
0.03            0.06             0.00              0.00             0.09               192.98   
0.02            0.05             0.00              0.00             0.07               193.05   
0.03            0.05             0.00              0.00             0.08               193.13   
0.03            0.06             0.00              0.00             0.09               193.22   
0.02            0.07             0.00              0.00             0.09               193.31   
0.04            0.04             0.00              0.00             0.08               193.39   
0.02            0.04             0.00              0.00             0.06               193.45   
0.02            0.05             0.00              0.00             0.07               193.52   
0.03            0.12             0.00              0.00             0.15               193.67   
0.04            0.05             0.00              0.00             0.09               193.76   
0.02            0.13             0.00              0.00             0.15               193.91   
0.05            0.06             0.00              0.00             0.11               194.02   
0.02            0.04             0.00              0.00             0.06               194.08   
0.02            0.06             0.00              0.00             0.08               194.16   
0.02            0.06             0.00              0.00             0.08               194.24   
0.02            0.02             0.00              0.00             0.04               194.28   
0.02            0.02             0.00              0.00             0.04               194.32   
0.03            0.02             0.00              0.00             0.05               194.37   
0.05            0.02             0.00              0.00             0.07               194.44   
0.05            0.02             0.00              0.00             0.07               194.51   
0.05            0.02             0.00              0.00             0.07               194.58   
0.06            0.02             0.00              0.00             0.08               194.66   
0.06            0.02             0.00              0.00             0.08               194.74   
0.07            0.02             0.00              0.00             0.09               194.83   
0.07            0.02             0.00              0.00             0.09               194.92   
0.00            0.00             0.00              4.47             4.47               199.39   
