Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.71              0.00             7.71               35.53    
0.18            0.39             0.00              0.00             0.57               36.10    
0.17            0.12             0.00              0.00             0.29               36.39    
0.06            0.09             0.00              0.00             0.15               36.54    
0.05            0.09             0.00              0.00             0.14               36.68    
0.05            0.09             0.00              0.00             0.14               36.82    
0.06            0.20             0.00              0.00             0.26               37.08    
0.08            0.08             0.00              0.00             0.16               37.24    
0.04            0.09             0.00              0.00             0.13               37.37    
0.04            0.19             0.00              0.00             0.23               37.60    
0.05            0.06             0.00              0.00             0.11               37.71    
0.02            0.03             0.00              0.00             0.05               37.76    
0.01            0.02             0.00              0.00             0.03               37.79    
0.02            0.02             0.00              0.00             0.04               37.83    
0.03            0.02             0.00              0.00             0.05               37.88    
0.01            0.02             0.00              0.00             0.03               37.91    
0.05            0.02             0.00              0.00             0.07               37.98    
0.01            0.02             0.00              0.00             0.03               38.01    
0.05            0.05             0.00              0.00             0.10               38.11    
0.02            0.03             0.00              0.00             0.05               38.16    
0.06            0.02             0.00              0.00             0.08               38.24    
0.01            0.02             0.00              0.00             0.03               38.27    
0.01            0.02             0.00              0.00             0.03               38.30    
0.07            0.03             0.00              0.00             0.10               38.40    
0.02            0.02             0.00              0.00             0.04               38.44    
0.00            0.00             0.00              3.52             3.52               41.96    
