Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.91              0.00             3.91               19.01    
0.15            0.23             0.00              0.00             0.38               19.39    
0.10            0.13             0.00              0.00             0.23               19.62    
0.07            0.12             0.00              0.00             0.19               19.81    
0.07            0.06             0.00              0.00             0.13               19.94    
0.02            0.05             0.00              0.00             0.07               20.01    
0.02            0.05             0.00              0.00             0.07               20.08    
0.02            0.05             0.00              0.00             0.07               20.15    
0.02            0.02             0.00              0.00             0.04               20.19    
0.01            0.02             0.00              0.00             0.03               20.22    
0.02            0.02             0.00              0.00             0.04               20.26    
0.01            0.04             0.00              0.00             0.05               20.31    
0.04            0.02             0.00              0.00             0.06               20.37    
0.06            0.02             0.00              0.00             0.08               20.45    
0.01            0.02             0.00              0.00             0.03               20.48    
0.01            0.02             0.00              0.00             0.03               20.51    
0.00            0.00             0.00              2.24             2.24               22.75    
