Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.75              0.00             3.75               21.31    
0.20            0.26             0.00              0.00             0.46               21.77    
0.11            0.09             0.00              0.00             0.20               21.97    
0.07            0.12             0.00              0.00             0.19               22.16    
0.06            0.06             0.00              0.00             0.12               22.28    
0.03            0.07             0.00              0.00             0.10               22.38    
0.04            0.10             0.00              0.00             0.14               22.52    
0.04            0.06             0.00              0.00             0.10               22.62    
0.02            0.02             0.00              0.00             0.04               22.66    
0.02            0.02             0.00              0.00             0.04               22.70    
0.03            0.02             0.00              0.00             0.05               22.75    
0.05            0.02             0.00              0.00             0.07               22.82    
0.05            0.02             0.00              0.00             0.07               22.89    
0.05            0.02             0.00              0.00             0.07               22.96    
0.06            0.03             0.00              0.00             0.09               23.05    
0.06            0.02             0.00              0.00             0.08               23.13    
0.00            0.00             0.00              3.25             3.25               26.38    
