Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.72              0.00             3.72               18.00    
0.18            0.25             0.00              0.00             0.43               18.43    
0.12            0.09             0.00              0.00             0.21               18.64    
0.05            0.13             0.00              0.00             0.18               18.82    
0.06            0.11             0.00              0.00             0.17               18.99    
0.06            0.05             0.00              0.00             0.11               19.10    
0.02            0.05             0.00              0.00             0.07               19.17    
0.02            0.06             0.00              0.00             0.08               19.25    
0.02            0.02             0.00              0.00             0.04               19.29    
0.02            0.02             0.00              0.00             0.04               19.33    
0.01            0.02             0.00              0.00             0.03               19.36    
0.03            0.02             0.00              0.00             0.05               19.41    
0.03            0.02             0.00              0.00             0.05               19.46    
0.01            0.02             0.00              0.00             0.03               19.49    
0.04            0.02             0.00              0.00             0.06               19.55    
0.01            0.02             0.00              0.00             0.03               19.58    
0.00            0.00             0.00              1.97             1.97               21.55    
