Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             14.51             0.00             14.51              85.96    
0.38            0.39             0.00              0.00             0.77               86.73    
0.10            0.21             0.00              0.00             0.31               87.04    
0.07            0.27             0.00              0.00             0.34               87.38    
0.08            0.43             0.00              0.00             0.51               87.89    
0.15            0.13             0.00              0.00             0.28               88.17    
0.03            0.13             0.00              0.00             0.16               88.33    
0.04            0.30             0.00              0.00             0.34               88.67    
0.14            0.13             0.00              0.00             0.27               88.94    
0.04            0.35             0.00              0.00             0.39               89.33    
0.14            0.12             0.00              0.00             0.26               89.59    
0.04            0.11             0.00              0.00             0.15               89.74    
0.04            0.13             0.00              0.00             0.17               89.91    
0.04            0.13             0.00              0.00             0.17               90.08    
0.04            0.30             0.00              0.00             0.34               90.42    
0.09            0.12             0.00              0.00             0.21               90.63    
0.03            0.13             0.00              0.00             0.16               90.79    
0.02            0.11             0.00              0.00             0.13               90.92    
0.04            0.28             0.00              0.00             0.32               91.24    
0.03            0.07             0.00              0.00             0.10               91.34    
0.05            0.07             0.00              0.00             0.12               91.46    
0.08            0.06             0.00              0.00             0.14               91.60    
0.07            0.06             0.00              0.00             0.13               91.73    
0.08            0.07             0.00              0.00             0.15               91.88    
0.09            0.07             0.00              0.00             0.16               92.04    
0.06            0.07             0.00              0.00             0.13               92.17    
0.10            0.30             0.00              0.00             0.40               92.57    
0.07            0.10             0.00              0.00             0.17               92.74    
0.15            0.09             0.00              0.00             0.24               92.98    
0.08            0.09             0.00              0.00             0.17               93.15    
0.08            0.09             0.00              0.00             0.17               93.32    
0.10            0.09             0.00              0.00             0.19               93.51    
0.09            0.09             0.00              0.00             0.18               93.69    
0.08            0.10             0.00              0.00             0.18               93.87    
0.08            0.06             0.00              0.00             0.14               94.01    
0.02            0.06             0.00              0.00             0.08               94.09    
0.02            0.06             0.00              0.00             0.08               94.17    
0.06            0.07             0.00              0.00             0.13               94.30    
0.14            0.08             0.00              0.00             0.22               94.52    
0.08            0.06             0.00              0.00             0.14               94.66    
0.05            0.06             0.00              0.00             0.11               94.77    
0.00            0.00             0.00              12.76            12.76              107.53   
