Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.14              0.00             8.14               36.76    
0.20            0.37             0.00              0.00             0.57               37.33    
0.18            0.10             0.00              0.00             0.28               37.61    
0.05            0.24             0.00              0.00             0.29               37.90    
0.13            0.08             0.00              0.00             0.21               38.11    
0.05            0.07             0.00              0.00             0.12               38.23    
0.04            0.07             0.00              0.00             0.11               38.34    
0.03            0.17             0.00              0.00             0.20               38.54    
0.07            0.07             0.00              0.00             0.14               38.68    
0.02            0.07             0.00              0.00             0.09               38.77    
0.02            0.06             0.00              0.00             0.08               38.85    
0.02            0.03             0.00              0.00             0.05               38.90    
0.02            0.02             0.00              0.00             0.04               38.94    
0.01            0.02             0.00              0.00             0.03               38.97    
0.03            0.02             0.00              0.00             0.05               39.02    
0.05            0.02             0.00              0.00             0.07               39.09    
0.01            0.02             0.00              0.00             0.03               39.12    
0.05            0.02             0.00              0.00             0.07               39.19    
0.01            0.03             0.00              0.00             0.04               39.23    
0.06            0.02             0.00              0.00             0.08               39.31    
0.01            0.02             0.00              0.00             0.03               39.34    
0.06            0.02             0.00              0.00             0.08               39.42    
0.01            0.02             0.00              0.00             0.03               39.45    
0.01            0.02             0.00              0.00             0.03               39.48    
0.01            0.03             0.00              0.00             0.04               39.52    
0.00            0.00             0.00              3.25             3.25               42.77    
