Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             11.80             0.00             11.80              38.35    
0.08            0.03             0.00              0.00             0.11               38.46    
0.03            0.06             0.00              0.00             0.09               38.55    
0.03            0.03             0.00              0.00             0.06               38.61    
0.02            0.02             0.00              0.00             0.04               38.65    
0.02            0.02             0.00              0.00             0.04               38.69    
0.03            0.01             0.00              0.00             0.04               38.73    
0.02            0.01             0.00              0.00             0.03               38.76    
0.02            0.00             0.00              0.00             0.02               38.78    
0.00            0.00             0.00              1.32             1.32               40.10    
