Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.33              0.00             7.33               41.18    
0.18            0.37             0.00              0.00             0.55               41.73    
0.16            0.25             0.00              0.00             0.41               42.14    
0.13            0.12             0.00              0.00             0.25               42.39    
0.06            0.24             0.00              0.00             0.30               42.69    
0.11            0.10             0.00              0.00             0.21               42.90    
0.02            0.07             0.00              0.00             0.09               42.99    
0.02            0.07             0.00              0.00             0.09               43.08    
0.02            0.07             0.00              0.00             0.09               43.17    
0.02            0.08             0.00              0.00             0.10               43.27    
0.02            0.07             0.00              0.00             0.09               43.36    
0.02            0.03             0.00              0.00             0.05               43.41    
0.02            0.03             0.00              0.00             0.05               43.46    
0.03            0.02             0.00              0.00             0.05               43.51    
0.06            0.02             0.00              0.00             0.08               43.59    
0.05            0.02             0.00              0.00             0.07               43.66    
0.07            0.02             0.00              0.00             0.09               43.75    
0.07            0.02             0.00              0.00             0.09               43.84    
0.07            0.02             0.00              0.00             0.09               43.93    
0.08            0.02             0.00              0.00             0.10               44.03    
0.09            0.02             0.00              0.00             0.11               44.14    
0.09            0.03             0.00              0.00             0.12               44.26    
0.11            0.03             0.00              0.00             0.14               44.40    
0.13            0.02             0.00              0.00             0.15               44.55    
0.11            0.03             0.00              0.00             0.14               44.69    
0.00            0.00             0.00              6.13             6.13               50.82    
