Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.42              0.00             7.42               30.30    
0.12            0.22             0.00              0.00             0.34               30.64    
0.10            0.07             0.00              0.00             0.17               30.81    
0.04            0.14             0.00              0.00             0.18               30.99    
0.08            0.05             0.00              0.00             0.13               31.12    
0.03            0.05             0.00              0.00             0.08               31.20    
0.04            0.05             0.00              0.00             0.09               31.29    
0.03            0.12             0.00              0.00             0.15               31.44    
0.04            0.07             0.00              0.00             0.11               31.55    
0.02            0.04             0.00              0.00             0.06               31.61    
0.03            0.02             0.00              0.00             0.05               31.66    
0.02            0.03             0.00              0.00             0.05               31.71    
0.03            0.11             0.00              0.00             0.14               31.85    
0.05            0.03             0.00              0.00             0.08               31.93    
0.02            0.04             0.00              0.00             0.06               31.99    
0.02            0.03             0.00              0.00             0.05               32.04    
0.01            0.02             0.00              0.00             0.03               32.07    
0.01            0.01             0.00              0.00             0.02               32.09    
0.01            0.01             0.00              0.00             0.02               32.11    
0.02            0.01             0.00              0.00             0.03               32.14    
0.02            0.02             0.00              0.00             0.04               32.18    
0.02            0.01             0.00              0.00             0.03               32.21    
0.03            0.01             0.00              0.00             0.04               32.25    
0.04            0.02             0.00              0.00             0.06               32.31    
0.04            0.01             0.00              0.00             0.05               32.36    
0.00            0.00             0.00              1.89             1.89               34.25    
