Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             4.06              0.00             4.06               22.83    
0.19            0.24             0.00              0.00             0.43               23.26    
0.10            0.08             0.00              0.00             0.18               23.44    
0.05            0.12             0.00              0.00             0.17               23.61    
0.07            0.07             0.00              0.00             0.14               23.75    
0.03            0.11             0.00              0.00             0.14               23.89    
0.05            0.06             0.00              0.00             0.11               24.00    
0.03            0.06             0.00              0.00             0.09               24.09    
0.02            0.02             0.00              0.00             0.04               24.13    
0.02            0.02             0.00              0.00             0.04               24.17    
0.03            0.02             0.00              0.00             0.05               24.22    
0.05            0.02             0.00              0.00             0.07               24.29    
0.05            0.02             0.00              0.00             0.07               24.36    
0.06            0.02             0.00              0.00             0.08               24.44    
0.06            0.02             0.00              0.00             0.08               24.52    
0.06            0.02             0.00              0.00             0.08               24.60    
0.00            0.00             0.00              3.55             3.55               28.15    
