Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             64.60             0.00             64.60              208.09   
0.15            0.31             0.00              0.00             0.46               208.55   
0.14            0.11             0.00              0.00             0.25               208.80   
0.07            0.10             0.00              0.00             0.17               208.97   
0.06            0.17             0.00              0.00             0.23               209.20   
0.08            0.10             0.00              0.00             0.18               209.38   
0.06            0.19             0.00              0.00             0.25               209.63   
0.07            0.16             0.00              0.00             0.23               209.86   
0.06            0.09             0.00              0.00             0.15               210.01   
0.03            0.08             0.00              0.00             0.11               210.12   
0.02            0.05             0.00              0.00             0.07               210.19   
0.03            0.07             0.00              0.00             0.10               210.29   
0.03            0.04             0.00              0.00             0.07               210.36   
0.02            0.05             0.00              0.00             0.07               210.43   
0.03            0.07             0.00              0.00             0.10               210.53   
0.03            0.04             0.00              0.00             0.07               210.60   
0.02            0.05             0.00              0.00             0.07               210.67   
0.03            0.05             0.00              0.00             0.08               210.75   
0.03            0.14             0.00              0.00             0.17               210.92   
0.05            0.04             0.00              0.00             0.09               211.01   
0.02            0.07             0.00              0.00             0.09               211.10   
0.03            0.05             0.00              0.00             0.08               211.18   
0.02            0.14             0.00              0.00             0.16               211.34   
0.06            0.06             0.00              0.00             0.12               211.46   
0.02            0.06             0.00              0.00             0.08               211.54   
0.02            0.04             0.00              0.00             0.06               211.60   
0.02            0.04             0.00              0.00             0.06               211.66   
0.02            0.02             0.00              0.00             0.04               211.70   
0.02            0.02             0.00              0.00             0.04               211.74   
0.03            0.02             0.00              0.00             0.05               211.79   
0.06            0.02             0.00              0.00             0.08               211.87   
0.05            0.02             0.00              0.00             0.07               211.94   
0.05            0.02             0.00              0.00             0.07               212.01   
0.06            0.02             0.00              0.00             0.08               212.09   
0.06            0.02             0.00              0.00             0.08               212.17   
0.07            0.02             0.00              0.00             0.09               212.26   
0.07            0.02             0.00              0.00             0.09               212.35   
0.00            0.00             0.00              4.87             4.87               217.22   
