Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.44              0.00             9.44               41.70    
0.24            0.36             0.00              0.00             0.60               42.30    
0.17            0.10             0.00              0.00             0.27               42.57    
0.06            0.22             0.00              0.00             0.28               42.85    
0.12            0.08             0.00              0.00             0.20               43.05    
0.05            0.07             0.00              0.00             0.12               43.17    
0.04            0.08             0.00              0.00             0.12               43.29    
0.06            0.08             0.00              0.00             0.14               43.43    
0.04            0.20             0.00              0.00             0.24               43.67    
0.07            0.08             0.00              0.00             0.15               43.82    
0.03            0.07             0.00              0.00             0.10               43.92    
0.02            0.03             0.00              0.00             0.05               43.97    
0.02            0.03             0.00              0.00             0.05               44.02    
0.02            0.04             0.00              0.00             0.06               44.08    
0.02            0.03             0.00              0.00             0.05               44.13    
0.04            0.02             0.00              0.00             0.06               44.19    
0.01            0.02             0.00              0.00             0.03               44.22    
0.02            0.03             0.00              0.00             0.05               44.27    
0.06            0.03             0.00              0.00             0.09               44.36    
0.02            0.03             0.00              0.00             0.05               44.41    
0.06            0.02             0.00              0.00             0.08               44.49    
0.02            0.03             0.00              0.00             0.05               44.54    
0.07            0.03             0.00              0.00             0.10               44.64    
0.07            0.05             0.00              0.00             0.12               44.76    
0.02            0.03             0.00              0.00             0.05               44.81    
0.00            0.00             0.00              4.05             4.05               48.86    
