Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             11.74             0.00             11.74              57.05    
0.26            0.50             0.00              0.00             0.76               57.81    
0.22            0.40             0.00              0.00             0.62               58.43    
0.19            0.14             0.00              0.00             0.33               58.76    
0.06            0.11             0.00              0.00             0.17               58.93    
0.06            0.11             0.00              0.00             0.17               59.10    
0.05            0.11             0.00              0.00             0.16               59.26    
0.05            0.11             0.00              0.00             0.16               59.42    
0.05            0.11             0.00              0.00             0.16               59.58    
0.06            0.12             0.00              0.00             0.18               59.76    
0.05            0.25             0.00              0.00             0.30               60.06    
0.06            0.25             0.00              0.00             0.31               60.37    
0.06            0.10             0.00              0.00             0.16               60.53    
0.02            0.31             0.00              0.00             0.33               60.86    
0.16            0.09             0.00              0.00             0.25               61.11    
0.04            0.24             0.00              0.00             0.28               61.39    
0.14            0.08             0.00              0.00             0.22               61.61    
0.02            0.08             0.00              0.00             0.10               61.71    
0.02            0.07             0.00              0.00             0.09               61.80    
0.02            0.07             0.00              0.00             0.09               61.89    
0.02            0.08             0.00              0.00             0.10               61.99    
0.02            0.07             0.00              0.00             0.09               62.08    
0.02            0.07             0.00              0.00             0.09               62.17    
0.02            0.05             0.00              0.00             0.07               62.24    
0.02            0.05             0.00              0.00             0.07               62.31    
0.02            0.05             0.00              0.00             0.07               62.38    
0.02            0.05             0.00              0.00             0.07               62.45    
0.02            0.05             0.00              0.00             0.07               62.52    
0.02            0.05             0.00              0.00             0.07               62.59    
0.02            0.05             0.00              0.00             0.07               62.66    
0.02            0.06             0.00              0.00             0.08               62.74    
0.02            0.05             0.00              0.00             0.07               62.81    
0.02            0.05             0.00              0.00             0.07               62.88    
0.02            0.05             0.00              0.00             0.07               62.95    
0.02            0.05             0.00              0.00             0.07               63.02    
0.02            0.05             0.00              0.00             0.07               63.09    
0.02            0.05             0.00              0.00             0.07               63.16    
0.02            0.05             0.00              0.00             0.07               63.23    
0.02            0.05             0.00              0.00             0.07               63.30    
0.02            0.03             0.00              0.00             0.05               63.35    
0.02            0.03             0.00              0.00             0.05               63.40    
0.04            0.03             0.00              0.00             0.07               63.47    
0.02            0.03             0.00              0.00             0.05               63.52    
0.06            0.03             0.00              0.00             0.09               63.61    
0.06            0.04             0.00              0.00             0.10               63.71    
0.07            0.05             0.00              0.00             0.12               63.83    
0.07            0.03             0.00              0.00             0.10               63.93    
0.08            0.03             0.00              0.00             0.11               64.04    
0.01            0.03             0.00              0.00             0.04               64.08    
0.01            0.03             0.00              0.00             0.04               64.12    
0.01            0.04             0.00              0.00             0.05               64.17    
0.01            0.03             0.00              0.00             0.04               64.21    
0.01            0.03             0.00              0.00             0.04               64.25    
0.01            0.03             0.00              0.00             0.04               64.29    
0.01            0.03             0.00              0.00             0.04               64.33    
0.00            0.00             0.00              3.63             3.63               67.96    
