Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             23.52             0.00             23.52              56.88    
0.82            0.24             0.00              0.00             1.06               57.94    
0.27            0.37             0.00              0.00             0.64               58.58    
0.31            0.23             0.00              0.00             0.54               59.12    
0.15            0.19             0.00              0.00             0.34               59.46    
0.12            0.17             0.00              0.00             0.29               59.75    
0.17            0.10             0.00              0.00             0.27               60.02    
0.10            0.08             0.00              0.00             0.18               60.20    
0.11            0.02             0.00              0.00             0.13               60.33    
0.00            0.00             0.00              3.06             3.06               63.39    
