Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.57              0.00             3.57               17.97    
0.17            0.23             0.00              0.00             0.40               18.37    
0.10            0.08             0.00              0.00             0.18               18.55    
0.05            0.12             0.00              0.00             0.17               18.72    
0.06            0.11             0.00              0.00             0.17               18.89    
0.06            0.05             0.00              0.00             0.11               19.00    
0.02            0.05             0.00              0.00             0.07               19.07    
0.02            0.05             0.00              0.00             0.07               19.14    
0.02            0.02             0.00              0.00             0.04               19.18    
0.02            0.02             0.00              0.00             0.04               19.22    
0.01            0.02             0.00              0.00             0.03               19.25    
0.06            0.02             0.00              0.00             0.08               19.33    
0.01            0.02             0.00              0.00             0.03               19.36    
0.04            0.02             0.00              0.00             0.06               19.42    
0.01            0.02             0.00              0.00             0.03               19.45    
0.05            0.02             0.00              0.00             0.07               19.52    
0.00            0.00             0.00              2.11             2.11               21.63    
