Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             4.56              0.00             4.56               17.89    
0.11            0.10             0.00              0.00             0.21               18.10    
0.06            0.06             0.00              0.00             0.12               18.22    
0.04            0.04             0.00              0.00             0.08               18.30    
0.03            0.04             0.00              0.00             0.07               18.37    
0.03            0.05             0.00              0.00             0.08               18.45    
0.02            0.03             0.00              0.00             0.05               18.50    
0.03            0.04             0.00              0.00             0.07               18.57    
0.03            0.02             0.00              0.00             0.05               18.62    
0.02            0.01             0.00              0.00             0.03               18.65    
0.02            0.01             0.00              0.00             0.03               18.68    
0.02            0.01             0.00              0.00             0.03               18.71    
0.02            0.01             0.00              0.00             0.03               18.74    
0.00            0.00             0.00              1.67             1.67               20.41    
