Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             10.42             0.00             10.42              43.15    
0.23            0.20             0.00              0.00             0.43               43.58    
0.14            0.12             0.00              0.00             0.26               43.84    
0.07            0.08             0.00              0.00             0.15               43.99    
0.06            0.08             0.00              0.00             0.14               44.13    
0.05            0.08             0.00              0.00             0.13               44.26    
0.04            0.08             0.00              0.00             0.12               44.38    
0.04            0.11             0.00              0.00             0.15               44.53    
0.03            0.04             0.00              0.00             0.07               44.60    
0.03            0.04             0.00              0.00             0.07               44.67    
0.03            0.07             0.00              0.00             0.10               44.77    
0.03            0.03             0.00              0.00             0.06               44.83    
0.02            0.06             0.00              0.00             0.08               44.91    
0.03            0.03             0.00              0.00             0.06               44.97    
0.04            0.04             0.00              0.00             0.08               45.05    
0.03            0.05             0.00              0.00             0.08               45.13    
0.02            0.04             0.00              0.00             0.06               45.19    
0.03            0.05             0.00              0.00             0.08               45.27    
0.02            0.07             0.00              0.00             0.09               45.36    
0.02            0.02             0.00              0.00             0.04               45.40    
0.02            0.02             0.00              0.00             0.04               45.44    
0.03            0.03             0.00              0.00             0.06               45.50    
0.04            0.02             0.00              0.00             0.06               45.56    
0.04            0.02             0.00              0.00             0.06               45.62    
0.05            0.02             0.00              0.00             0.07               45.69    
0.00            0.00             0.00              3.18             3.18               48.87    
