Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             72.90             0.00             72.90              240.71   
0.17            0.39             0.00              0.00             0.56               241.27   
0.20            0.25             0.00              0.00             0.45               241.72   
0.16            0.14             0.00              0.00             0.30               242.02   
0.09            0.13             0.00              0.00             0.22               242.24   
0.07            0.12             0.00              0.00             0.19               242.43   
0.07            0.13             0.00              0.00             0.20               242.63   
0.07            0.20             0.00              0.00             0.27               242.90   
0.09            0.23             0.00              0.00             0.32               243.22   
0.07            0.11             0.00              0.00             0.18               243.40   
0.04            0.07             0.00              0.00             0.11               243.51   
0.04            0.07             0.00              0.00             0.11               243.62   
0.04            0.19             0.00              0.00             0.23               243.85   
0.10            0.06             0.00              0.00             0.16               244.01   
0.02            0.06             0.00              0.00             0.08               244.09   
0.02            0.07             0.00              0.00             0.09               244.18   
0.02            0.07             0.00              0.00             0.09               244.27   
0.04            0.08             0.00              0.00             0.12               244.39   
0.03            0.07             0.00              0.00             0.10               244.49   
0.04            0.08             0.00              0.00             0.12               244.61   
0.03            0.09             0.00              0.00             0.12               244.73   
0.04            0.07             0.00              0.00             0.11               244.84   
0.02            0.08             0.00              0.00             0.10               244.94   
0.04            0.08             0.00              0.00             0.12               245.06   
0.02            0.16             0.00              0.00             0.18               245.24   
0.06            0.06             0.00              0.00             0.12               245.36   
0.02            0.09             0.00              0.00             0.11               245.47   
0.03            0.04             0.00              0.00             0.07               245.54   
0.02            0.03             0.00              0.00             0.05               245.59   
0.04            0.03             0.00              0.00             0.07               245.66   
0.06            0.03             0.00              0.00             0.09               245.75   
0.07            0.03             0.00              0.00             0.10               245.85   
0.07            0.03             0.00              0.00             0.10               245.95   
0.08            0.03             0.00              0.00             0.11               246.06   
0.09            0.03             0.00              0.00             0.12               246.18   
0.09            0.03             0.00              0.00             0.12               246.30   
0.10            0.03             0.00              0.00             0.13               246.43   
0.00            0.00             0.00              5.35             5.35               251.78   
