Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.01              0.00             9.01               113.47   
0.16            0.22             0.00              0.00             0.38               113.85   
0.10            0.10             0.00              0.00             0.20               114.05   
0.07            0.11             0.00              0.00             0.18               114.23   
0.06            0.08             0.00              0.00             0.14               114.37   
0.05            0.08             0.00              0.00             0.13               114.50   
0.05            0.08             0.00              0.00             0.13               114.63   
0.04            0.11             0.00              0.00             0.15               114.78   
0.03            0.05             0.00              0.00             0.08               114.86   
0.03            0.06             0.00              0.00             0.09               114.95   
0.03            0.03             0.00              0.00             0.06               115.01   
0.02            0.04             0.00              0.00             0.06               115.07   
0.03            0.09             0.00              0.00             0.12               115.19   
0.04            0.04             0.00              0.00             0.08               115.27   
0.02            0.05             0.00              0.00             0.07               115.34   
0.03            0.05             0.00              0.00             0.08               115.42   
0.02            0.06             0.00              0.00             0.08               115.50   
0.04            0.03             0.00              0.00             0.07               115.57   
0.02            0.07             0.00              0.00             0.09               115.66   
0.03            0.03             0.00              0.00             0.06               115.72   
0.02            0.02             0.00              0.00             0.04               115.76   
0.03            0.02             0.00              0.00             0.05               115.81   
0.04            0.02             0.00              0.00             0.06               115.87   
0.04            0.02             0.00              0.00             0.06               115.93   
0.05            0.02             0.00              0.00             0.07               116.00   
0.00            0.00             0.00              0.15             0.15               116.15   
