Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.88              0.00             3.88               48.64    
0.12            0.10             0.00              0.00             0.22               48.86    
0.06            0.06             0.00              0.00             0.12               48.98    
0.04            0.04             0.00              0.00             0.08               49.06    
0.03            0.04             0.00              0.00             0.07               49.13    
0.03            0.05             0.00              0.00             0.08               49.21    
0.02            0.03             0.00              0.00             0.05               49.26    
0.02            0.04             0.00              0.00             0.06               49.32    
0.03            0.02             0.00              0.00             0.05               49.37    
0.02            0.01             0.00              0.00             0.03               49.40    
0.02            0.01             0.00              0.00             0.03               49.43    
0.02            0.01             0.00              0.00             0.03               49.46    
0.02            0.01             0.00              0.00             0.03               49.49    
0.00            0.00             0.00              0.09             0.09               49.58    
