Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             13.31             0.00             13.31              153.97   
0.14            0.19             0.00              0.00             0.33               154.30   
0.10            0.11             0.00              0.00             0.21               154.51   
0.07            0.09             0.00              0.00             0.16               154.67   
0.05            0.07             0.00              0.00             0.12               154.79   
0.04            0.11             0.00              0.00             0.15               154.94   
0.07            0.09             0.00              0.00             0.16               155.10   
0.05            0.06             0.00              0.00             0.11               155.21   
0.02            0.08             0.00              0.00             0.10               155.31   
0.05            0.03             0.00              0.00             0.08               155.39   
0.02            0.03             0.00              0.00             0.05               155.44   
0.02            0.03             0.00              0.00             0.05               155.49   
0.02            0.04             0.00              0.00             0.06               155.55   
0.03            0.05             0.00              0.00             0.08               155.63   
0.02            0.04             0.00              0.00             0.06               155.69   
0.03            0.05             0.00              0.00             0.08               155.77   
0.02            0.07             0.00              0.00             0.09               155.86   
0.04            0.05             0.00              0.00             0.09               155.95   
0.03            0.04             0.00              0.00             0.07               156.02   
0.02            0.02             0.00              0.00             0.04               156.06   
0.02            0.02             0.00              0.00             0.04               156.10   
0.03            0.02             0.00              0.00             0.05               156.15   
0.04            0.02             0.00              0.00             0.06               156.21   
0.04            0.01             0.00              0.00             0.05               156.26   
0.05            0.02             0.00              0.00             0.07               156.33   
0.00            0.00             0.00              0.11             0.11               156.44   
