Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.05              0.00             9.05               111.65   
0.14            0.20             0.00              0.00             0.34               111.99   
0.10            0.15             0.00              0.00             0.25               112.24   
0.10            0.06             0.00              0.00             0.16               112.40   
0.04            0.05             0.00              0.00             0.09               112.49   
0.03            0.05             0.00              0.00             0.08               112.57   
0.03            0.05             0.00              0.00             0.08               112.65   
0.03            0.12             0.00              0.00             0.15               112.80   
0.04            0.05             0.00              0.00             0.09               112.89   
0.02            0.04             0.00              0.00             0.06               112.95   
0.03            0.12             0.00              0.00             0.15               113.10   
0.07            0.03             0.00              0.00             0.10               113.20   
0.02            0.05             0.00              0.00             0.07               113.27   
0.02            0.04             0.00              0.00             0.06               113.33   
0.02            0.03             0.00              0.00             0.05               113.38   
0.02            0.02             0.00              0.00             0.04               113.42   
0.02            0.02             0.00              0.00             0.04               113.46   
0.02            0.02             0.00              0.00             0.04               113.50   
0.02            0.02             0.00              0.00             0.04               113.54   
0.02            0.02             0.00              0.00             0.04               113.58   
0.02            0.02             0.00              0.00             0.04               113.62   
0.02            0.01             0.00              0.00             0.03               113.65   
0.03            0.01             0.00              0.00             0.04               113.69   
0.04            0.02             0.00              0.00             0.06               113.75   
0.04            0.01             0.00              0.00             0.05               113.80   
0.00            0.00             0.00              0.10             0.10               113.90   
