Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.27              0.00             8.27               110.37   
0.18            0.37             0.00              0.00             0.55               110.92   
0.16            0.11             0.00              0.00             0.27               111.19   
0.07            0.24             0.00              0.00             0.31               111.50   
0.13            0.08             0.00              0.00             0.21               111.71   
0.04            0.08             0.00              0.00             0.12               111.83   
0.04            0.08             0.00              0.00             0.12               111.95   
0.04            0.19             0.00              0.00             0.23               112.18   
0.11            0.08             0.00              0.00             0.19               112.37   
0.03            0.07             0.00              0.00             0.10               112.47   
0.02            0.06             0.00              0.00             0.08               112.55   
0.02            0.03             0.00              0.00             0.05               112.60   
0.02            0.03             0.00              0.00             0.05               112.65   
0.02            0.04             0.00              0.00             0.06               112.71   
0.05            0.04             0.00              0.00             0.09               112.80   
0.08            0.03             0.00              0.00             0.11               112.91   
0.02            0.03             0.00              0.00             0.05               112.96   
0.06            0.02             0.00              0.00             0.08               113.04   
0.02            0.02             0.00              0.00             0.04               113.08   
0.06            0.03             0.00              0.00             0.09               113.17   
0.04            0.03             0.00              0.00             0.07               113.24   
0.07            0.02             0.00              0.00             0.09               113.33   
0.02            0.02             0.00              0.00             0.04               113.37   
0.01            0.02             0.00              0.00             0.03               113.40   
0.02            0.03             0.00              0.00             0.05               113.45   
0.00            0.00             0.00              0.15             0.15               113.60   
