Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             25.39             0.00             25.39              527.20   
0.42            0.51             0.00              0.00             0.93               528.13   
0.16            0.32             0.00              0.00             0.48               528.61   
0.10            0.38             0.00              0.00             0.48               529.09   
0.10            0.26             0.00              0.00             0.36               529.45   
0.08            0.21             0.00              0.00             0.29               529.74   
0.05            0.58             0.00              0.00             0.63               530.37   
0.20            0.27             0.00              0.00             0.47               530.84   
0.08            0.51             0.00              0.00             0.59               531.43   
0.23            0.11             0.00              0.00             0.34               531.77   
0.03            0.35             0.00              0.00             0.38               532.15   
0.10            0.58             0.00              0.00             0.68               532.83   
0.24            0.20             0.00              0.00             0.44               533.27   
0.03            0.15             0.00              0.00             0.18               533.45   
0.05            0.52             0.00              0.00             0.57               534.02   
0.21            0.46             0.00              0.00             0.67               534.69   
0.21            0.20             0.00              0.00             0.41               535.10   
0.04            0.17             0.00              0.00             0.21               535.31   
0.03            0.17             0.00              0.00             0.20               535.51   
0.03            0.18             0.00              0.00             0.21               535.72   
0.03            0.21             0.00              0.00             0.24               535.96   
0.03            0.21             0.00              0.00             0.24               536.20   
0.03            0.19             0.00              0.00             0.22               536.42   
0.03            0.24             0.00              0.00             0.27               536.69   
0.08            0.44             0.00              0.00             0.52               537.21   
0.04            0.15             0.00              0.00             0.19               537.40   
0.10            0.13             0.00              0.00             0.23               537.63   
0.11            0.14             0.00              0.00             0.25               537.88   
0.11            0.13             0.00              0.00             0.24               538.12   
0.09            0.13             0.00              0.00             0.22               538.34   
0.09            0.26             0.00              0.00             0.35               538.69   
0.10            0.13             0.00              0.00             0.23               538.92   
0.07            0.12             0.00              0.00             0.19               539.11   
0.07            0.24             0.00              0.00             0.31               539.42   
0.17            0.56             0.00              0.00             0.73               540.15   
0.37            0.19             0.00              0.00             0.56               540.71   
0.03            0.19             0.00              0.00             0.22               540.93   
0.07            0.17             0.00              0.00             0.24               541.17   
0.06            0.17             0.00              0.00             0.23               541.40   
0.09            0.17             0.00              0.00             0.26               541.66   
0.19            0.41             0.00              0.00             0.60               542.26   
0.30            0.18             0.00              0.00             0.48               542.74   
0.12            0.17             0.00              0.00             0.29               543.03   
0.11            0.16             0.00              0.00             0.27               543.30   
0.11            0.36             0.00              0.00             0.47               543.77   
0.27            0.11             0.00              0.00             0.38               544.15   
0.03            0.13             0.00              0.00             0.16               544.31   
0.03            0.12             0.00              0.00             0.15               544.46   
0.02            0.11             0.00              0.00             0.13               544.59   
0.02            0.11             0.00              0.00             0.13               544.72   
0.02            0.11             0.00              0.00             0.13               544.85   
0.02            0.11             0.00              0.00             0.13               544.98   
0.02            0.10             0.00              0.00             0.12               545.10   
0.06            0.12             0.00              0.00             0.18               545.28   
0.06            0.11             0.00              0.00             0.17               545.45   
0.05            0.10             0.00              0.00             0.15               545.60   
0.14            0.10             0.00              0.00             0.24               545.84   
0.09            0.10             0.00              0.00             0.19               546.03   
0.05            0.11             0.00              0.00             0.16               546.19   
0.16            0.20             0.00              0.00             0.36               546.55   
0.09            0.39             0.00              0.00             0.48               547.03   
0.11            0.05             0.00              0.00             0.16               547.19   
0.02            0.05             0.00              0.00             0.07               547.26   
0.02            0.04             0.00              0.00             0.06               547.32   
0.14            0.04             0.00              0.00             0.18               547.50   
0.02            0.06             0.00              0.00             0.08               547.58   
0.15            0.05             0.00              0.00             0.20               547.78   
0.02            0.05             0.00              0.00             0.07               547.85   
0.02            0.53             0.00              0.00             0.55               548.40   
0.53            0.14             0.00              0.00             0.67               549.07   
0.04            0.18             0.00              0.00             0.22               549.29   
0.08            0.45             0.00              0.00             0.53               549.82   
0.46            0.15             0.00              0.00             0.61               550.43   
0.11            0.14             0.00              0.00             0.25               550.68   
0.08            0.16             0.00              0.00             0.24               550.92   
0.26            0.14             0.00              0.00             0.40               551.32   
0.15            0.15             0.00              0.00             0.30               551.62   
0.15            0.15             0.00              0.00             0.30               551.92   
0.15            0.08             0.00              0.00             0.23               552.15   
0.08            0.09             0.00              0.00             0.17               552.32   
0.02            0.09             0.00              0.00             0.11               552.43   
0.02            0.09             0.00              0.00             0.11               552.54   
0.02            0.08             0.00              0.00             0.10               552.64   
0.02            0.05             0.00              0.00             0.07               552.71   
0.02            0.05             0.00              0.00             0.07               552.78   
0.06            0.04             0.00              0.00             0.10               552.88   
0.02            0.04             0.00              0.00             0.06               552.94   
0.01            0.04             0.00              0.00             0.05               552.99   
0.01            0.04             0.00              0.00             0.05               553.04   
0.01            0.04             0.00              0.00             0.05               553.09   
0.19            0.14             0.00              0.00             0.33               553.42   
0.27            0.14             0.00              0.00             0.41               553.83   
0.11            0.15             0.00              0.00             0.26               554.09   
0.10            0.16             0.00              0.00             0.26               554.35   
0.10            0.31             0.00              0.00             0.41               554.76   
0.16            0.14             0.00              0.00             0.30               555.06   
0.07            0.08             0.00              0.00             0.15               555.21   
0.07            0.08             0.00              0.00             0.15               555.36   
0.21            0.09             0.00              0.00             0.30               555.66   
0.07            0.08             0.00              0.00             0.15               555.81   
0.21            0.08             0.00              0.00             0.29               556.10   
0.25            0.04             0.00              0.00             0.29               556.39   
0.02            0.04             0.00              0.00             0.06               556.45   
0.06            0.05             0.00              0.00             0.11               556.56   
0.02            0.04             0.00              0.00             0.06               556.62   
0.24            0.05             0.00              0.00             0.29               556.91   
0.00            0.00             0.00              0.31             0.31               557.22   
