Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             2.55              0.00             2.55               30.30    
0.10            0.03             0.00              0.00             0.13               30.43    
0.04            0.04             0.00              0.00             0.08               30.51    
0.03            0.03             0.00              0.00             0.06               30.57    
0.02            0.03             0.00              0.00             0.05               30.62    
0.02            0.02             0.00              0.00             0.04               30.66    
0.02            0.01             0.00              0.00             0.03               30.69    
0.02            0.01             0.00              0.00             0.03               30.72    
0.02            0.00             0.00              0.00             0.02               30.74    
0.00            0.00             0.00              0.07             0.07               30.81    
