Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.22              0.00             8.22               108.86   
0.18            0.37             0.00              0.00             0.55               109.41   
0.17            0.11             0.00              0.00             0.28               109.69   
0.06            0.09             0.00              0.00             0.15               109.84   
0.05            0.23             0.00              0.00             0.28               110.12   
0.10            0.08             0.00              0.00             0.18               110.30   
0.04            0.09             0.00              0.00             0.13               110.43   
0.04            0.19             0.00              0.00             0.23               110.66   
0.08            0.07             0.00              0.00             0.15               110.81   
0.03            0.07             0.00              0.00             0.10               110.91   
0.02            0.06             0.00              0.00             0.08               110.99   
0.02            0.03             0.00              0.00             0.05               111.04   
0.02            0.02             0.00              0.00             0.04               111.08   
0.02            0.02             0.00              0.00             0.04               111.12   
0.04            0.02             0.00              0.00             0.06               111.18   
0.02            0.03             0.00              0.00             0.05               111.23   
0.02            0.02             0.00              0.00             0.04               111.27   
0.05            0.02             0.00              0.00             0.07               111.34   
0.09            0.02             0.00              0.00             0.11               111.45   
0.02            0.02             0.00              0.00             0.04               111.49   
0.06            0.02             0.00              0.00             0.08               111.57   
0.07            0.02             0.00              0.00             0.09               111.66   
0.02            0.02             0.00              0.00             0.04               111.70   
0.02            0.03             0.00              0.00             0.05               111.75   
0.08            0.02             0.00              0.00             0.10               111.85   
0.00            0.00             0.00              0.08             0.08               111.93   
