Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             45.63             0.00             45.63              749.55   
0.32            0.90             0.00              0.00             1.22               750.77   
0.39            0.70             0.00              0.00             1.09               751.86   
0.33            0.24             0.00              0.00             0.57               752.43   
0.11            0.21             0.00              0.00             0.32               752.75   
0.10            0.27             0.00              0.00             0.37               753.12   
0.12            0.21             0.00              0.00             0.33               753.45   
0.11            0.21             0.00              0.00             0.32               753.77   
0.10            0.22             0.00              0.00             0.32               754.09   
0.10            0.24             0.00              0.00             0.34               754.43   
0.11            0.59             0.00              0.00             0.70               755.13   
0.20            0.54             0.00              0.00             0.74               755.87   
0.15            0.55             0.00              0.00             0.70               756.57   
0.16            0.17             0.00              0.00             0.33               756.90   
0.04            0.18             0.00              0.00             0.22               757.12   
0.03            0.17             0.00              0.00             0.20               757.32   
0.03            0.17             0.00              0.00             0.20               757.52   
0.03            0.15             0.00              0.00             0.18               757.70   
0.07            0.50             0.00              0.00             0.57               758.27   
0.28            0.13             0.00              0.00             0.41               758.68   
0.05            0.12             0.00              0.00             0.17               758.85   
0.05            0.12             0.00              0.00             0.17               759.02   
0.06            0.46             0.00              0.00             0.52               759.54   
0.21            0.11             0.00              0.00             0.32               759.86   
0.03            0.10             0.00              0.00             0.13               759.99   
0.03            0.11             0.00              0.00             0.14               760.13   
0.03            0.11             0.00              0.00             0.14               760.27   
0.02            0.19             0.00              0.00             0.21               760.48   
0.06            0.11             0.00              0.00             0.17               760.65   
0.03            0.11             0.00              0.00             0.14               760.79   
0.02            0.15             0.00              0.00             0.17               760.96   
0.10            0.11             0.00              0.00             0.21               761.17   
0.03            0.11             0.00              0.00             0.14               761.31   
0.02            0.15             0.00              0.00             0.17               761.48   
0.08            0.12             0.00              0.00             0.20               761.68   
0.02            0.10             0.00              0.00             0.12               761.80   
0.02            0.22             0.00              0.00             0.24               762.04   
0.11            0.19             0.00              0.00             0.30               762.34   
0.06            0.18             0.00              0.00             0.24               762.58   
0.06            0.16             0.00              0.00             0.22               762.80   
0.03            0.13             0.00              0.00             0.16               762.96   
0.06            0.13             0.00              0.00             0.19               763.15   
0.06            0.10             0.00              0.00             0.16               763.31   
0.02            0.13             0.00              0.00             0.15               763.46   
0.06            0.13             0.00              0.00             0.19               763.65   
0.05            0.11             0.00              0.00             0.16               763.81   
0.02            0.13             0.00              0.00             0.15               763.96   
0.05            0.14             0.00              0.00             0.19               764.15   
0.06            0.15             0.00              0.00             0.21               764.36   
0.03            0.14             0.00              0.00             0.17               764.53   
0.05            0.16             0.00              0.00             0.21               764.74   
0.06            0.12             0.00              0.00             0.18               764.92   
0.02            0.15             0.00              0.00             0.17               765.09   
0.08            0.14             0.00              0.00             0.22               765.31   
0.07            0.18             0.00              0.00             0.25               765.56   
0.09            0.45             0.00              0.00             0.54               766.10   
0.09            0.45             0.00              0.00             0.54               766.64   
0.09            0.13             0.00              0.00             0.22               766.86   
