Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.04              0.00             3.04               45.13    
0.15            0.22             0.00              0.00             0.37               45.50    
0.10            0.12             0.00              0.00             0.22               45.72    
0.07            0.11             0.00              0.00             0.18               45.90    
0.07            0.05             0.00              0.00             0.12               46.02    
0.02            0.05             0.00              0.00             0.07               46.09    
0.02            0.06             0.00              0.00             0.08               46.17    
0.02            0.05             0.00              0.00             0.07               46.24    
0.02            0.02             0.00              0.00             0.04               46.28    
0.01            0.02             0.00              0.00             0.03               46.31    
0.02            0.02             0.00              0.00             0.04               46.35    
0.01            0.02             0.00              0.00             0.03               46.38    
0.03            0.02             0.00              0.00             0.05               46.43    
0.05            0.02             0.00              0.00             0.07               46.50    
0.02            0.02             0.00              0.00             0.04               46.54    
0.05            0.02             0.00              0.00             0.07               46.61    
0.00            0.00             0.00              0.07             0.07               46.68    
