Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.19              0.00             9.19               119.46   
0.18            0.23             0.00              0.00             0.41               119.87   
0.10            0.10             0.00              0.00             0.20               120.07   
0.08            0.10             0.00              0.00             0.18               120.25   
0.06            0.08             0.00              0.00             0.14               120.39   
0.05            0.10             0.00              0.00             0.15               120.54   
0.05            0.09             0.00              0.00             0.14               120.68   
0.04            0.11             0.00              0.00             0.15               120.83   
0.03            0.05             0.00              0.00             0.08               120.91   
0.03            0.04             0.00              0.00             0.07               120.98   
0.03            0.05             0.00              0.00             0.08               121.06   
0.02            0.08             0.00              0.00             0.10               121.16   
0.04            0.04             0.00              0.00             0.08               121.24   
0.02            0.03             0.00              0.00             0.05               121.29   
0.02            0.04             0.00              0.00             0.06               121.35   
0.03            0.08             0.00              0.00             0.11               121.46   
0.03            0.06             0.00              0.00             0.09               121.55   
0.04            0.03             0.00              0.00             0.07               121.62   
0.02            0.07             0.00              0.00             0.09               121.71   
0.03            0.02             0.00              0.00             0.05               121.76   
0.02            0.02             0.00              0.00             0.04               121.80   
0.03            0.02             0.00              0.00             0.05               121.85   
0.04            0.02             0.00              0.00             0.06               121.91   
0.04            0.02             0.00              0.00             0.06               121.97   
0.05            0.02             0.00              0.00             0.07               122.04   
0.00            0.00             0.00              0.14             0.14               122.18   
