Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             5.12              0.00             5.12               71.05    
0.22            0.30             0.00              0.00             0.52               71.57    
0.15            0.11             0.00              0.00             0.26               71.83    
0.07            0.15             0.00              0.00             0.22               72.05    
0.10            0.09             0.00              0.00             0.19               72.24    
0.05            0.14             0.00              0.00             0.19               72.43    
0.07            0.08             0.00              0.00             0.15               72.58    
0.03            0.08             0.00              0.00             0.11               72.69    
0.03            0.03             0.00              0.00             0.06               72.75    
0.02            0.03             0.00              0.00             0.05               72.80    
0.02            0.03             0.00              0.00             0.05               72.85    
0.05            0.07             0.00              0.00             0.12               72.97    
0.07            0.04             0.00              0.00             0.11               73.08    
0.02            0.03             0.00              0.00             0.05               73.13    
0.02            0.03             0.00              0.00             0.05               73.18    
0.07            0.03             0.00              0.00             0.10               73.28    
0.00            0.00             0.00              0.15             0.15               73.43    
