Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             64.75             0.00             64.75              685.01   
0.14            0.31             0.00              0.00             0.45               685.46   
0.14            0.11             0.00              0.00             0.25               685.71   
0.07            0.10             0.00              0.00             0.17               685.88   
0.06            0.12             0.00              0.00             0.18               686.06   
0.07            0.10             0.00              0.00             0.17               686.23   
0.06            0.17             0.00              0.00             0.23               686.46   
0.06            0.16             0.00              0.00             0.22               686.68   
0.06            0.20             0.00              0.00             0.26               686.94   
0.06            0.09             0.00              0.00             0.15               687.09   
0.03            0.07             0.00              0.00             0.10               687.19   
0.04            0.08             0.00              0.00             0.12               687.31   
0.04            0.04             0.00              0.00             0.08               687.39   
0.02            0.08             0.00              0.00             0.10               687.49   
0.05            0.04             0.00              0.00             0.09               687.58   
0.02            0.04             0.00              0.00             0.06               687.64   
0.02            0.08             0.00              0.00             0.10               687.74   
0.05            0.04             0.00              0.00             0.09               687.83   
0.02            0.04             0.00              0.00             0.06               687.89   
0.02            0.05             0.00              0.00             0.07               687.96   
0.04            0.05             0.00              0.00             0.09               688.05   
0.03            0.06             0.00              0.00             0.09               688.14   
0.02            0.14             0.00              0.00             0.16               688.30   
0.05            0.04             0.00              0.00             0.09               688.39   
0.02            0.14             0.00              0.00             0.16               688.55   
0.05            0.05             0.00              0.00             0.10               688.65   
0.02            0.07             0.00              0.00             0.09               688.74   
0.04            0.02             0.00              0.00             0.06               688.80   
0.02            0.02             0.00              0.00             0.04               688.84   
0.03            0.02             0.00              0.00             0.05               688.89   
0.05            0.02             0.00              0.00             0.07               688.96   
0.07            0.02             0.00              0.00             0.09               689.05   
0.06            0.02             0.00              0.00             0.08               689.13   
0.06            0.02             0.00              0.00             0.08               689.21   
0.07            0.02             0.00              0.00             0.09               689.30   
0.07            0.02             0.00              0.00             0.09               689.39   
0.08            0.02             0.00              0.00             0.10               689.49   
0.00            0.00             0.00              0.14             0.14               689.63   
