Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             70.25             0.00             70.25              672.61   
0.19            0.41             0.00              0.00             0.60               673.21   
0.23            0.15             0.00              0.00             0.38               673.59   
0.09            0.15             0.00              0.00             0.24               673.83   
0.09            0.24             0.00              0.00             0.33               674.16   
0.13            0.13             0.00              0.00             0.26               674.42   
0.08            0.22             0.00              0.00             0.30               674.72   
0.10            0.25             0.00              0.00             0.35               675.07   
0.10            0.12             0.00              0.00             0.22               675.29   
0.04            0.10             0.00              0.00             0.14               675.43   
0.04            0.07             0.00              0.00             0.11               675.54   
0.04            0.08             0.00              0.00             0.12               675.66   
0.04            0.08             0.00              0.00             0.12               675.78   
0.03            0.07             0.00              0.00             0.10               675.88   
0.04            0.11             0.00              0.00             0.15               676.03   
0.05            0.06             0.00              0.00             0.11               676.14   
0.02            0.20             0.00              0.00             0.22               676.36   
0.09            0.06             0.00              0.00             0.15               676.51   
0.03            0.06             0.00              0.00             0.09               676.60   
0.02            0.05             0.00              0.00             0.07               676.67   
0.02            0.07             0.00              0.00             0.09               676.76   
0.04            0.11             0.00              0.00             0.15               676.91   
0.03            0.19             0.00              0.00             0.22               677.13   
0.08            0.07             0.00              0.00             0.15               677.28   
0.03            0.06             0.00              0.00             0.09               677.37   
0.03            0.08             0.00              0.00             0.11               677.48   
0.03            0.08             0.00              0.00             0.11               677.59   
0.03            0.03             0.00              0.00             0.06               677.65   
0.02            0.03             0.00              0.00             0.05               677.70   
0.05            0.03             0.00              0.00             0.08               677.78   
0.07            0.03             0.00              0.00             0.10               677.88   
0.07            0.03             0.00              0.00             0.10               677.98   
0.08            0.03             0.00              0.00             0.11               678.09   
0.08            0.03             0.00              0.00             0.11               678.20   
0.09            0.03             0.00              0.00             0.12               678.32   
0.09            0.03             0.00              0.00             0.12               678.44   
0.10            0.03             0.00              0.00             0.13               678.57   
0.00            0.00             0.00              0.18             0.18               678.75   
