Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.25              0.00             8.25               113.72   
0.20            0.40             0.00              0.00             0.60               114.32   
0.17            0.12             0.00              0.00             0.29               114.61   
0.06            0.24             0.00              0.00             0.30               114.91   
0.13            0.08             0.00              0.00             0.21               115.12   
0.04            0.08             0.00              0.00             0.12               115.24   
0.04            0.08             0.00              0.00             0.12               115.36   
0.04            0.07             0.00              0.00             0.11               115.47   
0.04            0.09             0.00              0.00             0.13               115.60   
0.04            0.08             0.00              0.00             0.12               115.72   
0.04            0.17             0.00              0.00             0.21               115.93   
0.03            0.03             0.00              0.00             0.06               115.99   
0.02            0.03             0.00              0.00             0.05               116.04   
0.02            0.03             0.00              0.00             0.05               116.09   
0.04            0.02             0.00              0.00             0.06               116.15   
0.02            0.04             0.00              0.00             0.06               116.21   
0.02            0.02             0.00              0.00             0.04               116.25   
0.02            0.02             0.00              0.00             0.04               116.29   
0.01            0.03             0.00              0.00             0.04               116.33   
0.06            0.02             0.00              0.00             0.08               116.41   
0.06            0.02             0.00              0.00             0.08               116.49   
0.02            0.03             0.00              0.00             0.05               116.54   
0.08            0.02             0.00              0.00             0.10               116.64   
0.07            0.03             0.00              0.00             0.10               116.74   
0.02            0.03             0.00              0.00             0.05               116.79   
0.00            0.00             0.00              0.13             0.13               116.92   
