Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.29              0.00             9.29               116.31   
0.16            0.20             0.00              0.00             0.36               116.67   
0.10            0.09             0.00              0.00             0.19               116.86   
0.06            0.09             0.00              0.00             0.15               117.01   
0.06            0.09             0.00              0.00             0.15               117.16   
0.05            0.09             0.00              0.00             0.14               117.30   
0.06            0.08             0.00              0.00             0.14               117.44   
0.04            0.11             0.00              0.00             0.15               117.59   
0.03            0.05             0.00              0.00             0.08               117.67   
0.03            0.04             0.00              0.00             0.07               117.74   
0.03            0.05             0.00              0.00             0.08               117.82   
0.02            0.06             0.00              0.00             0.08               117.90   
0.05            0.04             0.00              0.00             0.09               117.99   
0.02            0.03             0.00              0.00             0.05               118.04   
0.02            0.08             0.00              0.00             0.10               118.14   
0.04            0.03             0.00              0.00             0.07               118.21   
0.02            0.04             0.00              0.00             0.06               118.27   
0.03            0.06             0.00              0.00             0.09               118.36   
0.02            0.06             0.00              0.00             0.08               118.44   
0.02            0.02             0.00              0.00             0.04               118.48   
0.02            0.02             0.00              0.00             0.04               118.52   
0.03            0.02             0.00              0.00             0.05               118.57   
0.04            0.02             0.00              0.00             0.06               118.63   
0.05            0.02             0.00              0.00             0.07               118.70   
0.05            0.02             0.00              0.00             0.07               118.77   
0.00            0.00             0.00              0.18             0.18               118.95   
