Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.46              0.00             8.46               113.78   
0.22            0.37             0.00              0.00             0.59               114.37   
0.17            0.27             0.00              0.00             0.44               114.81   
0.14            0.09             0.00              0.00             0.23               115.04   
0.04            0.08             0.00              0.00             0.12               115.16   
0.04            0.08             0.00              0.00             0.12               115.28   
0.04            0.08             0.00              0.00             0.12               115.40   
0.04            0.20             0.00              0.00             0.24               115.64   
0.10            0.08             0.00              0.00             0.18               115.82   
0.03            0.07             0.00              0.00             0.10               115.92   
0.02            0.06             0.00              0.00             0.08               116.00   
0.02            0.03             0.00              0.00             0.05               116.05   
0.02            0.03             0.00              0.00             0.05               116.10   
0.02            0.03             0.00              0.00             0.05               116.15   
0.02            0.03             0.00              0.00             0.05               116.20   
0.02            0.03             0.00              0.00             0.05               116.25   
0.04            0.02             0.00              0.00             0.06               116.31   
0.02            0.03             0.00              0.00             0.05               116.36   
0.02            0.03             0.00              0.00             0.05               116.41   
0.06            0.02             0.00              0.00             0.08               116.49   
0.06            0.02             0.00              0.00             0.08               116.57   
0.02            0.03             0.00              0.00             0.05               116.62   
0.07            0.03             0.00              0.00             0.10               116.72   
0.07            0.03             0.00              0.00             0.10               116.82   
0.08            0.03             0.00              0.00             0.11               116.93   
0.00            0.00             0.00              0.10             0.10               117.03   
