Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.86              0.00             8.86               117.24   
0.19            0.36             0.00              0.00             0.55               117.79   
0.16            0.12             0.00              0.00             0.28               118.07   
0.06            0.22             0.00              0.00             0.28               118.35   
0.11            0.08             0.00              0.00             0.19               118.54   
0.04            0.08             0.00              0.00             0.12               118.66   
0.04            0.08             0.00              0.00             0.12               118.78   
0.04            0.19             0.00              0.00             0.23               119.01   
0.09            0.08             0.00              0.00             0.17               119.18   
0.03            0.07             0.00              0.00             0.10               119.28   
0.02            0.06             0.00              0.00             0.08               119.36   
0.02            0.03             0.00              0.00             0.05               119.41   
0.02            0.03             0.00              0.00             0.05               119.46   
0.02            0.02             0.00              0.00             0.04               119.50   
0.04            0.03             0.00              0.00             0.07               119.57   
0.02            0.02             0.00              0.00             0.04               119.61   
0.05            0.03             0.00              0.00             0.08               119.69   
0.06            0.02             0.00              0.00             0.08               119.77   
0.02            0.02             0.00              0.00             0.04               119.81   
0.06            0.02             0.00              0.00             0.08               119.89   
0.02            0.02             0.00              0.00             0.04               119.93   
0.06            0.02             0.00              0.00             0.08               120.01   
0.02            0.02             0.00              0.00             0.04               120.05   
0.01            0.03             0.00              0.00             0.04               120.09   
0.07            0.02             0.00              0.00             0.09               120.18   
0.00            0.00             0.00              0.09             0.09               120.27   
