Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             64.46             0.00             64.46              672.58   
0.14            0.32             0.00              0.00             0.46               673.04   
0.16            0.12             0.00              0.00             0.28               673.32   
0.07            0.17             0.00              0.00             0.24               673.56   
0.09            0.11             0.00              0.00             0.20               673.76   
0.06            0.10             0.00              0.00             0.16               673.92   
0.06            0.16             0.00              0.00             0.22               674.14   
0.07            0.09             0.00              0.00             0.16               674.30   
0.05            0.19             0.00              0.00             0.24               674.54   
0.05            0.08             0.00              0.00             0.13               674.67   
0.03            0.05             0.00              0.00             0.08               674.75   
0.03            0.06             0.00              0.00             0.09               674.84   
0.03            0.07             0.00              0.00             0.10               674.94   
0.02            0.15             0.00              0.00             0.17               675.11   
0.09            0.04             0.00              0.00             0.13               675.24   
0.02            0.04             0.00              0.00             0.06               675.30   
0.02            0.04             0.00              0.00             0.06               675.36   
0.02            0.04             0.00              0.00             0.06               675.42   
0.02            0.07             0.00              0.00             0.09               675.51   
0.03            0.04             0.00              0.00             0.07               675.58   
0.02            0.05             0.00              0.00             0.07               675.65   
0.03            0.07             0.00              0.00             0.10               675.75   
0.03            0.16             0.00              0.00             0.19               675.94   
0.06            0.05             0.00              0.00             0.11               676.05   
0.02            0.04             0.00              0.00             0.06               676.11   
0.03            0.07             0.00              0.00             0.10               676.21   
0.02            0.06             0.00              0.00             0.08               676.29   
0.02            0.03             0.00              0.00             0.05               676.34   
0.02            0.02             0.00              0.00             0.04               676.38   
0.04            0.02             0.00              0.00             0.06               676.44   
0.05            0.02             0.00              0.00             0.07               676.51   
0.05            0.02             0.00              0.00             0.07               676.58   
0.06            0.02             0.00              0.00             0.08               676.66   
0.07            0.03             0.00              0.00             0.10               676.76   
0.07            0.02             0.00              0.00             0.09               676.85   
0.11            0.02             0.00              0.00             0.13               676.98   
0.08            0.02             0.00              0.00             0.10               677.08   
0.00            0.00             0.00              0.15             0.15               677.23   
