Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.05              0.00             8.05               108.24   
0.19            0.37             0.00              0.00             0.56               108.80   
0.16            0.25             0.00              0.00             0.41               109.21   
0.13            0.09             0.00              0.00             0.22               109.43   
0.04            0.09             0.00              0.00             0.13               109.56   
0.04            0.08             0.00              0.00             0.12               109.68   
0.04            0.08             0.00              0.00             0.12               109.80   
0.03            0.07             0.00              0.00             0.10               109.90   
0.03            0.08             0.00              0.00             0.11               110.01   
0.04            0.10             0.00              0.00             0.14               110.15   
0.04            0.15             0.00              0.00             0.19               110.34   
0.03            0.03             0.00              0.00             0.06               110.40   
0.02            0.02             0.00              0.00             0.04               110.44   
0.05            0.03             0.00              0.00             0.08               110.52   
0.05            0.02             0.00              0.00             0.07               110.59   
0.02            0.04             0.00              0.00             0.06               110.65   
0.06            0.02             0.00              0.00             0.08               110.73   
0.06            0.03             0.00              0.00             0.09               110.82   
0.02            0.02             0.00              0.00             0.04               110.86   
0.02            0.02             0.00              0.00             0.04               110.90   
0.02            0.02             0.00              0.00             0.04               110.94   
0.07            0.02             0.00              0.00             0.09               111.03   
0.02            0.02             0.00              0.00             0.04               111.07   
0.01            0.03             0.00              0.00             0.04               111.11   
0.08            0.02             0.00              0.00             0.10               111.21   
0.00            0.00             0.00              0.07             0.07               111.28   
