Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.30              0.00             8.30               116.37   
0.18            0.38             0.00              0.00             0.56               116.93   
0.16            0.11             0.00              0.00             0.27               117.20   
0.05            0.09             0.00              0.00             0.14               117.34   
0.05            0.09             0.00              0.00             0.14               117.48   
0.05            0.10             0.00              0.00             0.15               117.63   
0.05            0.21             0.00              0.00             0.26               117.89   
0.08            0.08             0.00              0.00             0.16               118.05   
0.04            0.20             0.00              0.00             0.24               118.29   
0.07            0.08             0.00              0.00             0.15               118.44   
0.03            0.07             0.00              0.00             0.10               118.54   
0.02            0.04             0.00              0.00             0.06               118.60   
0.02            0.03             0.00              0.00             0.05               118.65   
0.04            0.02             0.00              0.00             0.06               118.71   
0.06            0.02             0.00              0.00             0.08               118.79   
0.06            0.02             0.00              0.00             0.08               118.87   
0.07            0.02             0.00              0.00             0.09               118.96   
0.07            0.02             0.00              0.00             0.09               119.05   
0.08            0.02             0.00              0.00             0.10               119.15   
0.09            0.03             0.00              0.00             0.12               119.27   
0.09            0.02             0.00              0.00             0.11               119.38   
0.11            0.02             0.00              0.00             0.13               119.51   
0.11            0.03             0.00              0.00             0.14               119.65   
0.11            0.03             0.00              0.00             0.14               119.79   
0.12            0.02             0.00              0.00             0.14               119.93   
0.00            0.00             0.00              0.18             0.18               120.11   
