Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.42              0.00             3.42               47.81    
0.17            0.23             0.00              0.00             0.40               48.21    
0.10            0.08             0.00              0.00             0.18               48.39    
0.05            0.07             0.00              0.00             0.12               48.51    
0.04            0.10             0.00              0.00             0.14               48.65    
0.05            0.06             0.00              0.00             0.11               48.76    
0.03            0.06             0.00              0.00             0.09               48.85    
0.04            0.08             0.00              0.00             0.12               48.97    
0.03            0.04             0.00              0.00             0.07               49.04    
0.02            0.02             0.00              0.00             0.04               49.08    
0.02            0.02             0.00              0.00             0.04               49.12    
0.01            0.02             0.00              0.00             0.03               49.15    
0.03            0.02             0.00              0.00             0.05               49.20    
0.02            0.02             0.00              0.00             0.04               49.24    
0.05            0.02             0.00              0.00             0.07               49.31    
0.02            0.02             0.00              0.00             0.04               49.35    
0.00            0.00             0.00              0.11             0.11               49.46    
