Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             2.73              0.00             2.73               31.36    
0.09            0.03             0.00              0.00             0.12               31.48    
0.03            0.03             0.00              0.00             0.06               31.54    
0.03            0.03             0.00              0.00             0.06               31.60    
0.02            0.02             0.00              0.00             0.04               31.64    
0.02            0.02             0.00              0.00             0.04               31.68    
0.02            0.01             0.00              0.00             0.03               31.71    
0.02            0.01             0.00              0.00             0.03               31.74    
0.02            0.00             0.00              0.00             0.02               31.76    
0.00            0.00             0.00              0.06             0.06               31.82    
