Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.43              0.00             3.43               49.10    
0.15            0.22             0.00              0.00             0.37               49.47    
0.10            0.15             0.00              0.00             0.25               49.72    
0.09            0.06             0.00              0.00             0.15               49.87    
0.04            0.11             0.00              0.00             0.15               50.02    
0.06            0.05             0.00              0.00             0.11               50.13    
0.02            0.05             0.00              0.00             0.07               50.20    
0.02            0.07             0.00              0.00             0.09               50.29    
0.04            0.02             0.00              0.00             0.06               50.35    
0.02            0.02             0.00              0.00             0.04               50.39    
0.02            0.02             0.00              0.00             0.04               50.43    
0.02            0.02             0.00              0.00             0.04               50.47    
0.03            0.02             0.00              0.00             0.05               50.52    
0.02            0.02             0.00              0.00             0.04               50.56    
0.05            0.02             0.00              0.00             0.07               50.63    
0.01            0.02             0.00              0.00             0.03               50.66    
0.00            0.00             0.00              0.12             0.12               50.78    
