Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             76.72             0.00             76.72              3931.56  
0.56            1.89             0.00              0.00             2.45               3934.01  
0.89            1.53             0.00              0.00             2.42               3936.43  
0.80            0.54             0.00              0.00             1.34               3937.77  
0.29            0.56             0.00              0.00             0.85               3938.62  
0.25            0.55             0.00              0.00             0.80               3939.42  
0.26            1.22             0.00              0.00             1.48               3940.90  
0.58            1.50             0.00              0.00             2.08               3942.98  
0.70            0.50             0.00              0.00             1.20               3944.18  
0.26            0.50             0.00              0.00             0.76               3944.94  
0.21            1.16             0.00              0.00             1.37               3946.31  
0.50            0.50             0.00              0.00             1.00               3947.31  
0.20            0.56             0.00              0.00             0.76               3948.07  
0.20            1.17             0.00              0.00             1.37               3949.44  
0.44            0.49             0.00              0.00             0.93               3950.37  
0.14            0.46             0.00              0.00             0.60               3950.97  
0.14            1.11             0.00              0.00             1.25               3952.22  
0.38            1.10             0.00              0.00             1.48               3953.70  
0.37            0.42             0.00              0.00             0.79               3954.49  
0.05            0.46             0.00              0.00             0.51               3955.00  
0.05            0.41             0.00              0.00             0.46               3955.46  
0.05            0.41             0.00              0.00             0.46               3955.92  
0.04            0.40             0.00              0.00             0.44               3956.36  
0.05            0.40             0.00              0.00             0.45               3956.81  
0.04            0.39             0.00              0.00             0.43               3957.24  
0.05            0.40             0.00              0.00             0.45               3957.69  
0.21            0.41             0.00              0.00             0.62               3958.31  
0.21            0.44             0.00              0.00             0.65               3958.96  
0.21            0.42             0.00              0.00             0.63               3959.59  
0.22            0.40             0.00              0.00             0.62               3960.21  
0.24            0.47             0.00              0.00             0.71               3960.92  
0.25            0.47             0.00              0.00             0.72               3961.64  
0.24            0.42             0.00              0.00             0.66               3962.30  
0.23            0.44             0.00              0.00             0.67               3962.97  
0.25            0.94             0.00              0.00             1.19               3964.16  
0.38            0.42             0.00              0.00             0.80               3964.96  
0.21            0.44             0.00              0.00             0.65               3965.61  
0.23            0.89             0.00              0.00             1.12               3966.73  
0.28            0.41             0.00              0.00             0.69               3967.42  
0.17            0.39             0.00              0.00             0.56               3967.98  
0.20            0.41             0.00              0.00             0.61               3968.59  
0.18            0.40             0.00              0.00             0.58               3969.17  
0.20            0.41             0.00              0.00             0.61               3969.78  
0.18            0.78             0.00              0.00             0.96               3970.74  
0.07            0.78             0.00              0.00             0.85               3971.59  
0.07            0.74             0.00              0.00             0.81               3972.40  
0.06            0.22             0.00              0.00             0.28               3972.68  
0.08            0.21             0.00              0.00             0.29               3972.97  
0.08            0.23             0.00              0.00             0.31               3973.28  
0.08            0.39             0.00              0.00             0.47               3973.75  
0.14            0.19             0.00              0.00             0.33               3974.08  
0.03            0.18             0.00              0.00             0.21               3974.29  
0.03            0.21             0.00              0.00             0.24               3974.53  
0.07            0.20             0.00              0.00             0.27               3974.80  
0.07            0.21             0.00              0.00             0.28               3975.08  
0.08            0.20             0.00              0.00             0.28               3975.36  
0.07            0.34             0.00              0.00             0.41               3975.77  
0.09            0.18             0.00              0.00             0.27               3976.04  
0.03            0.22             0.00              0.00             0.25               3976.29  
0.08            0.22             0.00              0.00             0.30               3976.59  
0.08            0.32             0.00              0.00             0.40               3976.99  
