Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.27              0.00             3.27               46.97    
0.14            0.22             0.00              0.00             0.36               47.33    
0.10            0.12             0.00              0.00             0.22               47.55    
0.07            0.06             0.00              0.00             0.13               47.68    
0.04            0.06             0.00              0.00             0.10               47.78    
0.04            0.06             0.00              0.00             0.10               47.88    
0.03            0.06             0.00              0.00             0.09               47.97    
0.03            0.09             0.00              0.00             0.12               48.09    
0.03            0.02             0.00              0.00             0.05               48.14    
0.02            0.02             0.00              0.00             0.04               48.18    
0.01            0.02             0.00              0.00             0.03               48.21    
0.02            0.02             0.00              0.00             0.04               48.25    
0.03            0.03             0.00              0.00             0.06               48.31    
0.02            0.02             0.00              0.00             0.04               48.35    
0.04            0.02             0.00              0.00             0.06               48.41    
0.02            0.02             0.00              0.00             0.04               48.45    
0.00            0.00             0.00              0.13             0.13               48.58    
