Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             48.43             0.00             48.43              508.74   
0.17            0.40             0.00              0.00             0.57               509.31   
0.21            0.15             0.00              0.00             0.36               509.67   
0.10            0.25             0.00              0.00             0.35               510.02   
0.14            0.15             0.00              0.00             0.29               510.31   
0.08            0.14             0.00              0.00             0.22               510.53   
0.07            0.12             0.00              0.00             0.19               510.72   
0.07            0.22             0.00              0.00             0.29               511.01   
0.09            0.25             0.00              0.00             0.34               511.35   
0.12            0.11             0.00              0.00             0.23               511.58   
0.04            0.07             0.00              0.00             0.11               511.69   
0.04            0.07             0.00              0.00             0.11               511.80   
0.04            0.08             0.00              0.00             0.12               511.92   
0.03            0.20             0.00              0.00             0.23               512.15   
0.11            0.06             0.00              0.00             0.17               512.32   
0.03            0.06             0.00              0.00             0.09               512.41   
0.03            0.06             0.00              0.00             0.09               512.50   
0.02            0.05             0.00              0.00             0.07               512.57   
0.02            0.09             0.00              0.00             0.11               512.68   
0.05            0.06             0.00              0.00             0.11               512.79   
0.02            0.09             0.00              0.00             0.11               512.90   
0.05            0.06             0.00              0.00             0.11               513.01   
0.02            0.08             0.00              0.00             0.10               513.11   
0.04            0.08             0.00              0.00             0.12               513.23   
0.03            0.17             0.00              0.00             0.20               513.43   
0.07            0.06             0.00              0.00             0.13               513.56   
0.03            0.08             0.00              0.00             0.11               513.67   
0.03            0.03             0.00              0.00             0.06               513.73   
0.02            0.03             0.00              0.00             0.05               513.78   
0.05            0.03             0.00              0.00             0.08               513.86   
0.06            0.03             0.00              0.00             0.09               513.95   
0.07            0.03             0.00              0.00             0.10               514.05   
0.09            0.03             0.00              0.00             0.12               514.17   
0.08            0.03             0.00              0.00             0.11               514.28   
0.09            0.03             0.00              0.00             0.12               514.40   
0.10            0.03             0.00              0.00             0.13               514.53   
0.10            0.03             0.00              0.00             0.13               514.66   
0.00            0.00             0.00              0.17             0.17               514.83   
