Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             12.35             0.00             12.35              256.75   
0.29            0.55             0.00              0.00             0.84               257.59   
0.21            0.28             0.00              0.00             0.49               258.08   
0.14            0.25             0.00              0.00             0.39               258.47   
0.12            0.33             0.00              0.00             0.45               258.92   
0.14            0.35             0.00              0.00             0.49               259.41   
0.14            0.25             0.00              0.00             0.39               259.80   
0.09            0.23             0.00              0.00             0.32               260.12   
0.10            0.22             0.00              0.00             0.32               260.44   
0.06            0.21             0.00              0.00             0.27               260.71   
0.08            0.19             0.00              0.00             0.27               260.98   
0.03            0.19             0.00              0.00             0.22               261.20   
0.03            0.18             0.00              0.00             0.21               261.41   
0.09            0.10             0.00              0.00             0.19               261.60   
0.05            0.19             0.00              0.00             0.24               261.84   
0.08            0.10             0.00              0.00             0.18               262.02   
0.02            0.09             0.00              0.00             0.11               262.13   
0.02            0.10             0.00              0.00             0.12               262.25   
0.02            0.12             0.00              0.00             0.14               262.39   
0.06            0.11             0.00              0.00             0.17               262.56   
0.06            0.15             0.00              0.00             0.21               262.77   
0.05            0.16             0.00              0.00             0.21               262.98   
0.03            0.09             0.00              0.00             0.12               263.10   
0.07            0.17             0.00              0.00             0.24               263.34   
0.10            0.18             0.00              0.00             0.28               263.62   
0.15            0.16             0.00              0.00             0.31               263.93   
0.08            0.16             0.00              0.00             0.24               264.17   
0.05            0.15             0.00              0.00             0.20               264.37   
0.15            0.14             0.00              0.00             0.29               264.66   
0.11            0.22             0.00              0.00             0.33               264.99   
0.13            0.19             0.00              0.00             0.32               265.31   
0.13            0.16             0.00              0.00             0.29               265.60   
0.11            0.16             0.00              0.00             0.27               265.87   
0.09            0.15             0.00              0.00             0.24               266.11   
0.08            0.14             0.00              0.00             0.22               266.33   
0.08            0.10             0.00              0.00             0.18               266.51   
0.05            0.09             0.00              0.00             0.14               266.65   
0.03            0.11             0.00              0.00             0.14               266.79   
0.06            0.09             0.00              0.00             0.15               266.94   
0.05            0.09             0.00              0.00             0.14               267.08   
0.04            0.09             0.00              0.00             0.13               267.21   
0.06            0.09             0.00              0.00             0.15               267.36   
0.03            0.09             0.00              0.00             0.12               267.48   
0.02            0.09             0.00              0.00             0.11               267.59   
0.03            0.04             0.00              0.00             0.07               267.66   
0.02            0.04             0.00              0.00             0.06               267.72   
0.05            0.04             0.00              0.00             0.09               267.81   
0.02            0.04             0.00              0.00             0.06               267.87   
0.07            0.05             0.00              0.00             0.12               267.99   
0.02            0.04             0.00              0.00             0.06               268.05   
0.02            0.04             0.00              0.00             0.06               268.11   
0.07            0.04             0.00              0.00             0.11               268.22   
0.10            0.05             0.00              0.00             0.15               268.37   
0.09            0.04             0.00              0.00             0.13               268.50   
0.02            0.04             0.00              0.00             0.06               268.56   
0.02            0.05             0.00              0.00             0.07               268.63   
0.11            0.04             0.00              0.00             0.15               268.78   
0.02            0.04             0.00              0.00             0.06               268.84   
0.02            0.04             0.00              0.00             0.06               268.90   
0.11            0.04             0.00              0.00             0.15               269.05   
0.02            0.04             0.00              0.00             0.06               269.11   
0.02            0.04             0.00              0.00             0.06               269.17   
0.01            0.04             0.00              0.00             0.05               269.22   
0.12            0.05             0.00              0.00             0.17               269.39   
0.02            0.04             0.00              0.00             0.06               269.45   
0.02            0.04             0.00              0.00             0.06               269.51   
0.13            0.05             0.00              0.00             0.18               269.69   
0.14            0.04             0.00              0.00             0.18               269.87   
0.14            0.05             0.00              0.00             0.19               270.06   
0.15            0.05             0.00              0.00             0.20               270.26   
0.16            0.06             0.00              0.00             0.22               270.48   
0.17            0.05             0.00              0.00             0.22               270.70   
0.02            0.04             0.00              0.00             0.06               270.76   
0.02            0.04             0.00              0.00             0.06               270.82   
0.00            0.00             0.00              0.09             0.09               270.91   
