Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             11.76             0.00             11.76              126.39   
0.09            0.04             0.00              0.00             0.13               126.52   
0.02            0.03             0.00              0.00             0.05               126.57   
0.02            0.02             0.00              0.00             0.04               126.61   
0.02            0.02             0.00              0.00             0.04               126.65   
0.02            0.02             0.00              0.00             0.04               126.69   
0.02            0.03             0.00              0.00             0.05               126.74   
0.02            0.02             0.00              0.00             0.04               126.78   
0.02            0.01             0.00              0.00             0.03               126.81   
0.02            0.01             0.00              0.00             0.03               126.84   
0.02            0.01             0.00              0.00             0.03               126.87   
0.02            0.02             0.00              0.00             0.04               126.91   
0.02            0.01             0.00              0.00             0.03               126.94   
0.02            0.01             0.00              0.00             0.03               126.97   
0.02            0.01             0.00              0.00             0.03               127.00   
0.02            0.01             0.00              0.00             0.03               127.03   
0.02            0.03             0.00              0.00             0.05               127.08   
0.02            0.01             0.00              0.00             0.03               127.11   
0.02            0.01             0.00              0.00             0.03               127.14   
0.02            0.00             0.00              0.00             0.02               127.16   
0.02            0.00             0.00              0.00             0.02               127.18   
0.02            0.00             0.00              0.00             0.02               127.20   
0.02            0.00             0.00              0.00             0.02               127.22   
0.02            0.00             0.00              0.00             0.02               127.24   
0.02            0.00             0.00              0.00             0.02               127.26   
0.00            0.00             0.00              0.07             0.07               127.33   
