Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             15.48             0.00             15.48              171.57   
0.43            0.16             0.00              0.00             0.59               172.16   
0.06            0.10             0.00              0.00             0.16               172.32   
0.04            0.03             0.00              0.00             0.07               172.39   
0.03            0.03             0.00              0.00             0.06               172.45   
0.03            0.02             0.00              0.00             0.05               172.50   
0.03            0.03             0.00              0.00             0.06               172.56   
0.03            0.08             0.00              0.00             0.11               172.67   
0.03            0.03             0.00              0.00             0.06               172.73   
0.03            0.03             0.00              0.00             0.06               172.79   
0.03            0.02             0.00              0.00             0.05               172.84   
0.03            0.00             0.00              0.00             0.03               172.87   
0.03            0.00             0.00              0.00             0.03               172.90   
0.02            0.00             0.00              0.00             0.02               172.92   
0.03            0.00             0.00              0.00             0.03               172.95   
0.03            0.00             0.00              0.00             0.03               172.98   
0.02            0.00             0.00              0.00             0.02               173.00   
0.03            0.00             0.00              0.00             0.03               173.03   
0.03            0.00             0.00              0.00             0.03               173.06   
0.03            0.00             0.00              0.00             0.03               173.09   
0.02            0.00             0.00              0.00             0.02               173.11   
0.02            0.00             0.00              0.00             0.02               173.13   
0.03            0.00             0.00              0.00             0.03               173.16   
0.03            0.00             0.00              0.00             0.03               173.19   
0.02            0.00             0.00              0.00             0.02               173.21   
0.00            0.00             0.00              0.29             0.29               173.50   
