Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.01              0.00             3.01               34.80    
0.10            0.05             0.00              0.00             0.15               34.95    
0.02            0.03             0.00              0.00             0.05               35.00    
0.02            0.01             0.00              0.00             0.03               35.03    
0.02            0.01             0.00              0.00             0.03               35.06    
0.02            0.01             0.00              0.00             0.03               35.09    
0.02            0.01             0.00              0.00             0.03               35.12    
0.02            0.02             0.00              0.00             0.04               35.16    
0.02            0.00             0.00              0.00             0.02               35.18    
0.02            0.00             0.00              0.00             0.02               35.20    
0.02            0.00             0.00              0.00             0.02               35.22    
0.01            0.00             0.00              0.00             0.01               35.23    
0.02            0.00             0.00              0.00             0.02               35.25    
0.02            0.00             0.00              0.00             0.02               35.27    
0.02            0.00             0.00              0.00             0.02               35.29    
0.01            0.00             0.00              0.00             0.01               35.30    
0.00            0.00             0.00              0.07             0.07               35.37    
